1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
6.6000000000000005,0.0,52.2,0.8,20.8,45.900000000000006,0.30000000000000004,0.0,0.0,8.6,2.1,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.2,0.0,24.0,36.0,0.0,1.8,0.0,0.30000000000000004,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,24.400000000000002,0.0,41.1,4.3,19.1,36.0,11.8,6.300000000000001,23.5,1.5,0.0,0.0,13.4,0.5,7.7,0.0,0.7000000000000001,44.900000000000006,0.0,0.30000000000000004,28.1,0.0,0.0,0.0,0.0,2.6,19.700000000000003,0.1,9.0,0.1
24.900000000000002,0.0,0.0,0.0,8.6,2.0,0.2,0.0,1.2000000000000002,14.9,5.4,22.400000000000002,5.6000000000000005,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.4000000000000004,31.5,0.1,0.0,16.5,0.0,0.0,1.8,0.0,0.0,0.2,0.0,0.0,0.0,2.0,1.6,67.8,0.30000000000000004,3.8000000000000003,15.5,40.1,7.300000000000001,0.0,0.0,0.9,4.6000000000000005,0.0,25.0,0.2,0.30000000000000004,1.8,15.100000000000001,0.2,0.0,0.0,31.1,5.6000000000000005,0.0,1.9000000000000001,1.8,0.0
1.1,2.9000000000000004,0.0,0.2,8.5,10.8,0.1,0.0,0.0,0.30000000000000004,2.0,10.3,3.5,2.9000000000000004,1.3,0.0,9.8,0.0,1.2000000000000002,0.0,7.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,2.7,0.0,105.80000000000001,15.3,0.5,0.0,10.4,0.7000000000000001,0.1,1.1,1.9000000000000001,0.0,12.4,0.5,0.0,0.0,0.0,3.4000000000000004,0.1,0.0,0.0,0.0,7.4,0.0,0.0,3.4000000000000004,0.0,79.2,11.5,1.1,0.0,9.5,13.3,30.5
0.0,1.8,0.0,1.5,4.7,0.0,1.8,0.0,0.0,1.9000000000000001,31.0,0.0,0.8,0.0,142.0,1.9000000000000001,36.2,0.0,0.2,0.0,30.0,30.1,0.0,0.0,33.1,0.0,0.4,0.0,7.300000000000001,0.0,1.1,0.0,67.60000000000001,0.0,3.3000000000000003,0.0,0.0,10.200000000000001,48.7,0.0,0.0,0.0,0.30000000000000004,0.0,8.8,69.0,3.1,0.0,0.0,0.0,0.0,11.200000000000001,1.7000000000000002,4.5,18.0,0.0,0.30000000000000004,26.0,0.0,22.0,0.1,52.8
0.0,40.2,0.0,0.0,0.0,0.1,0.0,0.0,35.1,0.0,59.300000000000004,0.0,0.1,0.0,10.8,0.0,2.6,3.9000000000000004,32.5,1.0,0.1,19.900000000000002,1.7000000000000002,0.0,16.900000000000002,11.700000000000001,0.0,0.0,5.9,0.0,0.1,0.0,0.0,18.7,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,42.6,4.2,8.8,0.0,0.0,0.0,0.30000000000000004,0.0,7.9,7.6000000000000005,0.7000000000000001,0.0,0.0,6.2,0.0,6.5,74.4,0.0,0.0
0.0,3.4000000000000004,0.0,0.0,0.0,8.200000000000001,0.0,29.900000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.3000000000000003,0.0,36.4,0.0,6.6000000000000005,0.7000000000000001,21.8,8.8,0.30000000000000004,0.7000000000000001,0.0,0.30000000000000004,6.2,14.5,21.0,0.0,0.0,8.1,0.0,4.0,0.0,0.2,0.0,0.0,0.0,24.700000000000003,0.1,30.200000000000003,13.100000000000001,3.9000000000000004,0.0,0.0,4.3,35.5,1.3,0.0,0.0,0.0,0.0,2.6,0.0,61.1,3.3000000000000003,0.0,0.0
2.2,0.0,0.0,0.2,0.0,6.300000000000001,6.2,2.6,0.1,0.0,0.1,0.0,0.0,0.9,0.0,2.5,6.800000000000001,0.0,0.0,1.8,0.0,0.1,0.0,5.800000000000001,0.0,1.3,0.0,0.0,0.0,78.7,12.9,2.0,2.7,1.8,6.800000000000001,1.9000000000000001,27.8,0.0,0.0,84.5,0.0,0.8,0.5,0.0,0.0,4.9,25.8,0.0,12.9,0.2,0.5,64.5,29.900000000000002,0.0,4.7,27.6,0.0,0.0,5.800000000000001,18.400000000000002,0.0,0.0
5.2,0.0,0.0,0.6000000000000001,0.0,1.5,9.600000000000001,32.7,1.0,17.400000000000002,10.100000000000001,0.0,4.4,0.0,0.0,100.0,37.4,47.400000000000006,0.0,11.700000000000001,0.2,0.1,0.1,0.7000000000000001,0.0,0.1,0.0,0.0,67.4,0.0,11.200000000000001,0.0,8.8,0.7000000000000001,0.0,12.9,0.2,9.0,0.1,38.300000000000004,2.6,0.1,0.1,0.0,11.5,0.0,15.600000000000001,6.9,1.9000000000000001,3.9000000000000004,0.0,0.0,17.1,4.2,34.9,2.8000000000000003,2.4000000000000004,0.0,0.0,97.0,0.0,0.0
14.4,0.0,0.0,19.1,28.6,0.0,0.0,0.0,1.6,10.600000000000001,3.1,0.0,0.0,0.0,0.30000000000000004,0.7000000000000001,46.0,2.3000000000000003,0.0,1.6,0.2,0.0,0.0,6.1000000000000005,32.0,5.5,0.0,0.0,30.8,0.0,1.3,0.0,0.0,4.3,0.0,38.2,52.7,0.0,6.1000000000000005,3.5,3.2,0.9,5.800000000000001,0.0,3.7,0.1,22.6,1.6,69.9,1.3,0.0,0.0,56.7,2.2,0.0,0.4,2.6,0.0,38.2,2.7,0.9,0.1
2.6,0.0,0.0,3.8000000000000003,3.3000000000000003,0.0,0.0,0.0,15.4,1.1,7.2,0.2,6.7,15.9,0.0,0.0,51.6,0.2,74.5,0.0,1.2000000000000002,0.0,0.0,0.0,34.5,17.400000000000002,0.0,0.0,0.0,0.0,15.100000000000001,0.0,0.1,0.0,0.0,8.4,4.1000000000000005,0.2,2.0,31.8,30.0,1.8,66.60000000000001,0.0,1.6,0.0,0.0,0.0,11.700000000000001,34.0,39.800000000000004,0.30000000000000004,3.0,0.1,0.0,120.5,0.0,0.0,11.3,11.100000000000001,25.2,2.4
