1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.30000000000000004,0.0,20.6,0.6000000000000001,11.700000000000001,0.0,0.0,1.3,0.0,0.0,0.0,0.0,8.0,42.2,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,25.3,22.5,0.0,0.0,0.0,0.0,61.6,0.4,0.0,10.200000000000001,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,53.300000000000004,10.8,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,2.7,0.0,0.0,0.0
2.2,0.0,154.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,19.8,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.2,2.2,0.0,0.0,0.0,6.9,23.400000000000002,0.0,0.0,0.0,0.1,0.0,0.0,20.900000000000002,11.9,8.8,6.300000000000001,0.0,0.2,15.5,42.2,0.0,0.0,0.0,0.0,0.0,28.8,0.0,13.600000000000001,23.400000000000002,0.0,0.0
16.400000000000002,0.0,0.1,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.800000000000001,0.30000000000000004,2.7,0.0,0.0,0.0,0.1,0.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,4.800000000000001,0.0,0.6000000000000001,0.0,0.0,74.2,4.3,0.0,0.0,15.0,0.0,0.0,0.30000000000000004,0.0,0.1,0.0,0.9,0.0,1.7000000000000002,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0
0.0,0.0,6.2,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.900000000000002,0.8,0.0,5.6000000000000005,0.0,0.0,0.2,0.0,9.9,0.0,0.0,60.800000000000004,0.0,23.3,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,17.8,0.30000000000000004,59.1,0.0,54.6,0.0,0.0,0.0,10.100000000000001,3.0,0.9,0.0,0.2,0.6000000000000001,0.0,0.0,4.0,0.0,0.0,4.1000000000000005,6.4,0.0,5.2,10.5,0.0,0.0,0.0
0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,18.8,1.4000000000000001,12.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.2,0.0,17.5,0.0,1.2000000000000002,0.0,0.6000000000000001,0.0,5.800000000000001,16.6,0.0,0.0,0.0,80.10000000000001,0.0,0.1,0.0,0.0,0.0,0.8,0.0,7.4,6.5,9.1,3.0,12.4,0.0,0.0,14.8,0.0,0.0,109.7,0.0,4.7,0.0,0.0
3.2,7.800000000000001,8.9,0.6000000000000001,3.6,0.0,0.0,0.9,0.0,4.800000000000001,0.0,0.0,0.9,2.2,125.4,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,9.200000000000001,0.0,16.900000000000002,7.300000000000001,0.0,9.1,16.900000000000002,13.4,0.2,0.1,58.2,0.0,0.0,0.0,0.30000000000000004,0.0,29.900000000000002,0.0,7.9,4.0,0.0,12.0,0.0,1.6,1.4000000000000001,0.1,0.0,22.6,0.0,0.0,3.9000000000000004,0.0,14.700000000000001,0.0,0.0,0.0,0.9,0.0,0.0
0.1,2.3000000000000003,2.1,0.0,0.0,0.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,69.10000000000001,87.0,0.0,14.200000000000001,0.0,0.2,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,40.1,0.0,1.4000000000000001,0.0,0.0,1.5,12.200000000000001,0.0,3.8000000000000003,81.10000000000001,0.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.600000000000001,0.0,18.900000000000002,29.400000000000002,0.0,2.9000000000000004,5.9,0.0,0.0
3.7,27.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,37.300000000000004,0.7000000000000001,16.7,9.1,0.0,0.0,0.0,0.30000000000000004,6.7,0.4,2.3000000000000003,0.0,0.0,0.0,11.600000000000001,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.8,0.0,0.1,2.9000000000000004,0.0,0.0,1.1,0.0,0.0
0.0,1.3,0.9,5.7,0.30000000000000004,0.0,0.0,11.5,2.8000000000000003,0.0,0.0,0.0,4.7,29.400000000000002,3.4000000000000004,0.0,7.7,0.7000000000000001,0.0,0.0,0.0,2.9000000000000004,5.0,62.300000000000004,2.1,0.0,0.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.700000000000001,6.2,0.30000000000000004,1.2000000000000002,0.2,0.30000000000000004,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,12.100000000000001,8.5,0.0,0.8,0.0,0.0,0.0,2.7,21.5
0.0,0.0,73.3,1.7000000000000002,0.0,26.3,0.0,0.1,15.8,0.0,0.0,0.0,0.0,0.2,4.4,0.0,1.5,1.9000000000000001,0.0,0.4,31.1,1.3,145.70000000000002,0.0,0.7000000000000001,0.0,1.6,1.4000000000000001,13.4,0.0,0.0,0.0,1.6,0.0,4.800000000000001,7.300000000000001,0.0,17.900000000000002,0.0,0.0,0.0,0.0,1.5,2.6,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,9.700000000000001,0.0,5.4,0.0,0.0,0.0,0.0
6.6000000000000005,0.4,0.0,1.6,0.0,0.0,0.0,63.7,31.6,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,22.200000000000003,0.0,0.0,0.0,0.0,41.1,0.0,0.0,0.0,0.0,46.800000000000004,0.4,0.0,2.9000000000000004,2.0,17.7,0.0,0.7000000000000001,0.0,0.0,0.5,0.0,0.0,0.0,0.1,1.2000000000000002,12.4,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,7.300000000000001,0.6000000000000001,0.0,0.2,27.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
0.0,0.2,0.0,27.700000000000003,0.0,0.0,0.0,33.1,0.0,0.0,6.2,0.0,0.0,0.0,0.0,13.600000000000001,0.2,0.0,0.0,0.0,0.0,21.8,48.7,11.100000000000001,0.0,0.0,0.0,0.1,8.6,0.0,0.0,31.8,2.1,0.0,0.0,0.8,0.0,10.4,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0.2,0.0,0.0,0.0,0.0,0.2,3.9000000000000004,1.0,0.0
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,11.0,0.0,0.0,2.9000000000000004,1.0,0.4,0.0,0.0,8.8,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,4.5,5.7,3.6,0.0,4.9,0.8,0.0,5.800000000000001,0.0,0.0,3.5,0.0,0.0,0.0,0.0,17.3,0.0,3.6,0.0,0.0,7.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,9.0,0.0
68.60000000000001,6.800000000000001,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.5,0.0,6.9,0.0,1.6,0.0,15.100000000000001,0.1,0.0,158.9,0.0,14.5,0.2,0.0,4.5,0.5,8.3,31.900000000000002,0.0,10.100000000000001,1.5,0.0,9.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.700000000000001,2.0,0.0,0.2,16.5,5.0,0.0,1.8,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.1,0.0,0.0,0.0,0.7000000000000001,0.0,25.8,0.1,0.0,0.0,0.0,66.60000000000001,0.0,44.800000000000004,0.1,20.900000000000002,0.0,2.7,20.3,0.0,0.1,0.0,0.0,32.1,0.0,0.0,0.0,0.0,45.900000000000006,14.100000000000001,0.5,3.4000000000000004,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
