1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,12.9,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,0.0,0.0,0.0,9.3,0.0,0.0,10.700000000000001,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.2,0.0,9.1,0.0,0.8,0.0,0.0,0.1,14.4,0.0,5.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,6.5,0.0,0.0,8.9,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.9000000000000004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.700000000000001,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,5.7,0.0,0.0,6.7,0.0,0.0,0.1,0.0,0.0,0.0,2.4000000000000004,0.0,0.4,0.0,0.0,12.5,6.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.5,0.0,0.0,2.1,13.8,0.5,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.7000000000000001,0.5,0.0,0.0,0.0,0.0,0.0,0.8
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.1,1.5,0.0,7.0,16.2,0.0,0.0,0.2,2.1,0.0,0.0,4.5,0.8,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,1.9000000000000001,0.1,7.5,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,24.0,0.0,0.7000000000000001,0.0,0.0,0.0
0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.5,0.0,17.3,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,5.300000000000001,0.0,0.0,0.6000000000000001,0.0,0.0,0.1,0.9,4.0,0.0,2.8000000000000003,0.0,0.0,0.7000000000000001,13.4,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.7000000000000001,3.8000000000000003,1.7000000000000002,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,18.1,0.2,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,28.700000000000003,0.0,15.600000000000001,0.0,1.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,8.1,0.0,0.0,15.4,0.0,0.0,0.0
0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.2,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.800000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.5,0.0,0.0,0.0,1.1,15.3,0.30000000000000004,5.800000000000001,0.0,0.0
0.0,0.0,0.0,3.3000000000000003,1.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,20.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,35.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,5.5,0.0,1.8,0.0,0.0,2.1,0.0,0.0,0.0,5.9
0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.6,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.9000000000000001,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000001,0.0,0.0,0.0,9.5,8.8,0.0,7.4,0.0,0.0,0.6000000000000001,11.700000000000001,0.0,0.0,0.0,0.0,0.7000000000000001,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,5.5,2.9000000000000004,0.0,0.7
0.0,0.5,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,8.8,4.7,0.4,2.5,0.0,0.0,0.0,0.0,0.0,13.700000000000001,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,3.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.100000000000001,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.30000000000000004,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,6.2,0.0,0.0,34.6,4.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,1.9000000000000001,0.0,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.1,0.0,2.1,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,6.0,23.1,1.8,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0.0,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.2,0.0,0.0,0.0,13.4,0.0,40.800000000000004,0.0,0.0,0.0,0.0,25.8,0.0,13.5,0.1,0.0,0.6000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,10.3,10.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0
2.7,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.7,5.0,1.4000000000000001,41.800000000000004,0.0,0.8,0.0,0.0,0.0,2.1,0.0,5.4,0.0,0.0,0.0,13.0,0.0,1.7000000000000002,0.0,0.0,0.0,4.0,0.0,0.0,0.0,17.1,0.0,1.4000000000000001,8.8,0.0
1.4000000000000001,0.0,0.2,1.6,0.0,10.3,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.8,0.1,0.0
25.3,0.8,1.6,5.6000000000000005,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,5.300000000000001,0.0,0.0,0.0,0.0,15.3,0.0,4.5,0.0,0.0,0.1,5.4,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.0,18.8,0.0,2.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.800000000000001,0.0,4.6000000000000005,2.3000000000000003,0.0,1.2000000000000002,0.0,30.200000000000003,0.0,9.1,0.0,24.0,6.800000000000001,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,2.3000000000000003,0.0,19.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
