Stanum,Lat,Lon,Rain
50136,5258,12231,0.75
50246,5221,12443,-1.24
50247,5202,12334,-0.53
50349,5140,12424,0.33
50353,5144,12638,-0.73
50425,5015,12011,-0.3
50434,5029,12141,-0.63
50442,5024,12407,-0.21
50468,5015,12728,-0.3
50514,4935,11719,-0.48
50527,4915,11942,-1.06
50548,4912,12343,-1.05
50557,4909,12514,-1.05
50564,4925,12720,1.45
50603,4841,11649,0.29
50618,4813,11816,-0.97
50639,4800,12244,2.08
50656,4816,12630,-0.92
50658,4805,12547,-1.1
50727,4710,11956,-0.09
50739,4718,12315,-0.6
50742,4748,12429,-0.65
50745,4723,12355,-0.33
50756,4727,12652,0.71
50758,4709,12554,-0.89
50774,4742,12850,0.55
50788,4714,13160,-1.0
50834,4636,12113,-0.22
50844,4624,12327,2.27
50853,4637,12658,2.28
50854,4623,12519,2.76
50862,4659,12759,0.02
50873,4647,13018,0.84
50877,4618,12935,0.27
50888,4623,13210,0.8
50915,4531,11658,-1.17
50936,4538,12250,1.18
50945,4530,12414,1.01
50948,4500,12401,0.3
50949,4505,12452,1.69
50950,4542,12515,0.01
50953,4556,12634,2.94
50963,4558,12844,1.69
50968,4513,12758,3.4
50973,4545,13036,-0.32
50978,4518,13055,0.72
50983,4546,13253,0.03
51053,4803,8624,-1.12
51060,4742,8652,0.77
51068,4707,8729,2.22
51076,4744,8805,-0.15
51087,4701,8930,1.57
51133,4644,8300,0.52
51156,4649,8545,1.96
51232,4511,8233,2.84
51238,4454,8204,4.22
51241,4556,8336,0.17
51243,4537,8451,1.65
51334,4434,8249,0.21
51367,4410,8651,1.36
51469,4327,8711,0.15
51470,4353,8807,1.33
51477,4321,8819,0.51
51526,4214,8813,-0.28
51542,4302,8409,-1.09
51567,4203,8636,-0.85
51573,4257,8914,-0.04
51628,4107,8023,0.03
51639,4115,8246,-0.46
51656,4144,8549,-0.53
51704,3944,7613,-0.26
51705,3943,7515,-0.25
51709,3929,7545,-1.04
51720,4030,7903,-0.17
51730,4033,8116,-0.79
51747,3900,8340,-0.93
51765,4038,8742,-0.74
51810,3855,7738,0.08
51811,3826,7716,-0.03
