Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.13,4.5,131.0
50246,5221,12443,1.11,6.42,157.23
50247,5202,12334,0.2,5.39,107.85
50349,5140,12424,-0.6,4.64,94.93
50353,5144,12638,-0.94,3.54,66.59
50425,5015,12011,1.05,5.21,142.41
50434,5029,12141,-0.5,4.7,41.93
50442,5024,12407,-0.82,5.31,109.78
50468,5015,12728,-1.17,4.53,101.37
50514,4935,11719,0.03,4.03,65.41
50527,4915,11942,-0.12,4.38,128.75
50548,4912,12343,-1.04,5.37,93.1
50557,4909,12514,-1.14,4.32,49.55
50564,4925,12720,-0.04,6.24,119.65
50603,4841,11649,0.42,3.76,85.63
50618,4813,11816,-0.45,3.37,38.33
50639,4800,12244,-0.93,5.7,79.77
50656,4816,12630,0.91,7.88,229.15
50658,4805,12547,0.94,8.65,252.92
50727,4710,11956,2.31,7.86,210.92
50739,4718,12315,-0.83,4.41,57.72
50742,4748,12429,-1.03,3.95,68.42
50745,4723,12355,-0.98,3.69,76.44
50756,4727,12652,0.19,6.81,172.08
50758,4709,12554,-0.83,6.0,109.53
50774,4742,12850,0.85,8.12,227.25
50788,4714,13160,-0.65,2.85,29.92
50834,4636,12113,-0.93,5.7,109.68
50844,4624,12327,-0.99,4.64,92.85
50853,4637,12658,-1.05,4.99,70.66
50854,4623,12519,0.56,2.15,18.17
50862,4659,12759,2.53,10.35,256.26
50873,4647,13018,-0.92,3.19,30.37
50877,4618,12935,-0.16,2.83,39.13
50888,4623,13210,1.34,5.95,75.68
50915,4531,11658,0.17,1.23,4.96
50936,4538,12250,-0.13,2.34,25.42
50945,4530,12414,-0.76,4.91,155.27
50948,4500,12401,0.95,1.85,28.25
50949,4505,12452,-1.2,3.91,130.31
50950,4542,12515,-0.87,5.17,102.98
50953,4556,12634,-0.28,3.73,39.99
50963,4558,12844,-0.05,3.2,36.93
50968,4513,12758,-0.79,4.53,72.74
50973,4545,13036,-0.05,5.36,94.66
50978,4518,13055,-0.28,2.75,26.04
50983,4546,13253,-1.16,3.49,30.06
51053,4803,8624,-1.13,0.78,5.55
51060,4742,8652,-1.3,0.69,7.94
51068,4707,8729,-0.62,0.53,3.02
51076,4744,8805,-0.28,0.45,1.66
51087,4701,8930,-0.5,0.57,3.71
51133,4644,8300,-0.89,0.74,4.31
51156,4649,8545,-0.74,1.0,3.88
51232,4511,8233,-1.01,0.47,2.22
51238,4454,8204,-0.52,0.61,4.45
51241,4556,8336,-0.57,0.95,2.87
51243,4537,8451,0.43,1.31,9.56
51334,4434,8249,1.11,0.86,11.92
51367,4410,8651,-0.6,0.42,1.42
51469,4327,8711,-1.29,1.88,14.47
51470,4353,8807,0.36,1.51,11.59
51477,4321,8819,-0.88,0.61,2.79
