Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.43,2.73,29.4
50246,5221,12443,-0.86,4.05,57.62
50247,5202,12334,-0.45,2.08,17.51
50349,5140,12424,-0.02,5.42,94.14
50353,5144,12638,-0.34,2.99,78.46
50425,5015,12011,-0.09,2.26,24.38
50434,5029,12141,-0.47,3.14,32.58
50442,5024,12407,-0.39,5.89,125.84
50468,5015,12728,0.28,2.3,17.84
50514,4935,11719,0.13,1.41,10.49
50527,4915,11942,-0.14,2.25,17.34
50548,4912,12343,1.57,8.62,197.32
50557,4909,12514,4.62,12.55,499.88
50564,4925,12720,-0.6,3.88,66.93
50603,4841,11649,0.35,0.88,6.73
50618,4813,11816,-0.55,2.02,32.06
50639,4800,12244,-1.0,5.56,106.73
50656,4816,12630,-0.82,4.05,84.66
50658,4805,12547,-1.09,4.62,113.16
50727,4710,11956,0.12,5.4,189.09
50739,4718,12315,-1.13,4.88,73.16
50742,4748,12429,-0.01,6.04,302.05
50745,4723,12355,-1.28,5.05,144.67
50756,4727,12652,-0.56,3.85,184.97
50758,4709,12554,-0.46,3.64,95.99
50774,4742,12850,-1.27,5.21,88.37
50788,4714,13160,0.6,5.18,146.67
50834,4636,12113,-1.26,4.89,82.15
50844,4624,12327,-0.67,5.11,71.31
50853,4637,12658,-0.46,6.13,216.26
50854,4623,12519,-0.68,3.59,80.46
50862,4659,12759,-0.39,4.21,70.35
50873,4647,13018,-0.19,4.96,172.79
50877,4618,12935,1.59,8.12,327.61
50888,4623,13210,1.97,6.48,145.34
50915,4531,11658,2.55,5.49,155.66
50936,4538,12250,-0.04,5.85,250.47
50945,4530,12414,-0.6,3.65,66.59
50948,4500,12401,-0.34,3.18,62.39
50949,4505,12452,0.85,6.36,380.98
50950,4542,12515,3.0,9.72,883.05
50953,4556,12634,-0.88,4.89,158.94
50963,4558,12844,-0.71,4.21,67.08
50968,4513,12758,-1.4,5.38,152.68
50973,4545,13036,0.85,6.49,194.54
50978,4518,13055,-0.14,5.19,153.15
50983,4546,13253,0.95,5.9,173.7
51053,4803,8624,-1.13,0.74,7.48
51060,4742,8652,-0.66,0.47,1.12
51068,4707,8729,-0.71,0.73,2.76
51076,4744,8805,-1.11,0.87,6.89
51087,4701,8930,-0.89,0.75,2.36
51133,4644,8300,-0.87,1.12,11.86
51156,4649,8545,-1.18,1.2,6.6
51232,4511,8233,-1.1,0.59,2.38
51238,4454,8204,1.24,1.69,19.84
51241,4556,8336,-1.0,1.15,9.95
51243,4537,8451,-0.32,0.48,2.13
51334,4434,8249,0.14,0.7,1.33
51367,4410,8651,-0.51,0.4,0.65
51469,4327,8711,0.11,4.0,15.36
51470,4353,8807,0.32,4.79,56.84
51477,4321,8819,-0.43,0.95,4.2
51526,4214,8813,-0.66,0.59,1.52
51542,4302,8409,-1.18,2.19,11.25
51567,4203,8636,3.25,1.97,30.51
51573,4257,8914,-0.66,0.09,0.09
51628,4107,8023,0.67,1.08,16.73
51639,4115,8246,-0.52,0.25,0.34
51656,4144,8549,2.76,1.41,23.42
51704,3944,7613,-0.22,0.15,0.22
51705,3943,7515,-0.63,1.16,14.16
51709,3929,7545,-0.37,0.15,0.26
51720,4030,7903,-0.1,1.14,9.42
51730,4033,8116,-0.44,0.54,2.8
51747,3900,8340,-0.24,0.0,0.0
51765,4038,8742,2.26,0.98,11.02
51810,3855,7738,-0.84,0.34,2.23
51811,3826,7716,-0.65,0.4,2.77
51818,3737,7817,-0.92,0.25,1.45
51828,3708,7956,-0.11,0.35,2.93
51839,3704,8234,1.0,0.7,7.35
51855,3809,8533,0.56,0.57,2.87
51931,3651,8139,0.26,0.7,5.71
52101,4336,9303,-0.02,0.9,4.18
52112,4345,9459,-0.19,0.05,0.06
52118,4316,9442,0.04,0.36,0.76
52203,4249,9331,0.19,0.04,0.03
52313,4132,9440,-0.17,0.19,0.38
52323,4148,9702,0.26,0.13,0.13
52533,3946,9829,-0.23,0.94,6.44
52546,3922,9950,-0.82,0.7,2.25
52602,3845,9320,-0.68,0.19,0.32
52652,3905,10017,-0.54,1.14,6.52
52674,3813,10156,-0.31,0.94,6.33
52679,3753,10252,-0.73,0.81,7.27
52681,3838,10305,-0.62,0.99,18.08
52707,3648,9341,0.26,0.05,0.02
52787,3712,10252,-0.5,3.42,33.6
52797,3711,10403,-0.87,1.52,15.5
52818,3625,9454,-0.09,0.15,0.55
52825,3626,9626,0.06,0.14,0.41
52836,3618,9806,0.04,0.85,2.54
52856,3616,10037,0.02,2.97,21.46
52866,3640,10144,0.64,3.64,65.25
