Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.27,2.25,28.93
50246,5221,12443,0.61,4.98,119.67
50247,5202,12334,0.79,5.16,83.32
50349,5140,12424,-0.24,4.23,61.98
50353,5144,12638,0.75,5.34,111.13
50425,5015,12011,0.15,1.4,5.74
50434,5029,12141,-0.49,2.45,26.21
50442,5024,12407,-0.76,4.03,60.18
50468,5015,12728,-0.44,4.82,91.4
50514,4935,11719,-1.13,2.36,49.85
50527,4915,11942,-0.63,2.03,21.72
50548,4912,12343,-1.0,3.83,45.14
50557,4909,12514,-0.43,4.5,112.94
50564,4925,12720,-0.25,5.27,134.01
50603,4841,11649,-0.54,2.8,45.59
50618,4813,11816,0.66,3.65,28.25
50639,4800,12244,-1.01,3.94,78.92
50656,4816,12630,0.64,5.95,126.09
50658,4805,12547,-0.09,5.02,69.48
50727,4710,11956,1.12,5.16,90.7
50739,4718,12315,-0.88,3.38,65.2
50742,4748,12429,-0.84,3.73,88.57
50745,4723,12355,0.82,5.23,118.33
50756,4727,12652,-0.74,5.1,159.03
50758,4709,12554,-0.33,2.4,18.7
50774,4742,12850,-0.02,6.64,148.02
50788,4714,13160,-0.02,2.12,38.72
50834,4636,12113,1.02,5.41,132.83
50844,4624,12327,-0.44,3.66,96.08
50853,4637,12658,-1.21,4.09,53.87
50854,4623,12519,0.26,4.87,96.84
50862,4659,12759,-0.69,5.42,96.34
50873,4647,13018,-1.05,3.68,148.06
50877,4618,12935,-0.2,2.83,49.55
50888,4623,13210,-0.19,2.48,35.85
50915,4531,11658,-0.21,2.53,21.98
50936,4538,12250,0.52,4.49,125.38
50945,4530,12414,-0.81,3.67,87.13
50948,4500,12401,0.74,5.6,287.91
50949,4505,12452,-0.59,3.62,28.84
50950,4542,12515,-0.95,2.89,27.33
50953,4556,12634,-0.63,4.73,104.92
50963,4558,12844,-1.52,4.24,253.82
50968,4513,12758,-0.31,3.14,55.77
50973,4545,13036,0.87,1.14,6.5
50978,4518,13055,0.2,2.1,21.15
50983,4546,13253,-0.22,2.5,16.86
51053,4803,8624,-0.56,0.38,0.95
51060,4742,8652,-1.01,0.45,1.35
51068,4707,8729,-1.01,0.5,3.06
51076,4744,8805,-0.68,0.41,3.59
51087,4701,8930,1.8,1.32,14.2
51133,4644,8300,-0.45,0.36,1.96
51156,4649,8545,0.43,1.33,9.61
51232,4511,8233,-0.54,0.31,1.49
51238,4454,8204,-0.88,0.59,2.25
51241,4556,8336,2.32,2.52,38.65
51243,4537,8451,-0.8,0.38,1.2
51334,4434,8249,-0.56,0.48,1.63
51367,4410,8651,-0.28,0.75,9.29
51469,4327,8711,-0.97,1.14,4.77
51470,4353,8807,-0.68,1.84,25.82
51477,4321,8819,-0.69,0.57,1.83
51526,4214,8813,0.96,0.71,2.33
51542,4302,8409,-0.53,2.11,16.16
51567,4203,8636,-0.8,0.33,1.94
51573,4257,8914,-0.67,0.08,0.1
51628,4107,8023,-0.4,0.25,0.4
51639,4115,8246,-0.52,0.44,3.35
51656,4144,8549,-0.25,0.13,0.14
51704,3944,7613,-0.25,0.15,0.22
51705,3943,7515,-0.58,0.64,2.56
51709,3929,7545,-0.23,0.1,0.13
