Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,1.02,1.5,10.8
50246,5221,12443,-1.29,3.29,85.97
50247,5202,12334,-0.45,2.08,23.24
50349,5140,12424,0.01,1.98,20.79
50353,5144,12638,-1.3,3.96,112.92
50425,5015,12011,0.25,1.97,15.89
50434,5029,12141,0.07,2.56,27.13
50442,5024,12407,0.15,2.53,50.2
50468,5015,12728,0.93,1.3,14.18
50514,4935,11719,-0.84,2.37,27.6
50527,4915,11942,-0.59,3.95,86.92
50548,4912,12343,-0.08,3.21,99.46
50557,4909,12514,0.94,1.38,10.2
50564,4925,12720,1.75,0.8,4.94
50603,4841,11649,-0.79,2.57,23.8
50618,4813,11816,-0.44,1.93,17.67
50639,4800,12244,-0.45,3.83,98.41
50656,4816,12630,-0.74,3.94,164.57
50658,4805,12547,-0.87,4.29,142.49
50727,4710,11956,-0.66,4.52,77.18
50739,4718,12315,-0.8,4.35,100.34
50742,4748,12429,-0.57,3.43,70.72
50745,4723,12355,-1.26,4.0,49.25
50756,4727,12652,-0.29,3.4,73.51
50758,4709,12554,-0.31,3.38,91.52
50774,4742,12850,0.17,7.26,174.06
50788,4714,13160,-1.03,3.17,36.11
50834,4636,12113,-1.12,4.69,88.73
50844,4624,12327,-1.03,4.58,114.15
50853,4637,12658,-0.81,4.7,71.2
50854,4623,12519,-1.42,4.45,69.42
50862,4659,12759,0.33,7.52,395.05
50873,4647,13018,-1.34,3.78,41.98
50877,4618,12935,-0.96,3.87,44.94
50888,4623,13210,-0.45,4.47,37.1
50915,4531,11658,-0.81,2.65,20.41
50936,4538,12250,-1.41,3.84,95.25
50945,4530,12414,0.59,6.44,215.35
50948,4500,12401,-1.05,4.65,87.6
50949,4505,12452,-0.76,4.82,67.87
50950,4542,12515,-0.97,3.99,63.09
50953,4556,12634,-0.14,5.74,282.58
50963,4558,12844,-0.21,6.37,120.95
50968,4513,12758,0.0,7.39,191.75
50973,4545,13036,0.9,6.55,161.37
50978,4518,13055,0.89,6.44,99.38
50983,4546,13253,-1.05,3.71,67.94
51053,4803,8624,0.31,0.23,0.27
51060,4742,8652,1.37,1.37,23.29
51068,4707,8729,-0.52,0.8,3.78
51076,4744,8805,-0.38,0.49,1.49
51087,4701,8930,-0.22,0.45,1.88
51133,4644,8300,-0.98,0.77,3.48
51156,4649,8545,0.03,0.63,1.61
51232,4511,8233,-0.02,0.24,0.73
51238,4454,8204,0.73,0.21,0.7
51241,4556,8336,-1.05,1.17,12.47
51243,4537,8451,-0.78,0.64,7.2
51334,4434,8249,0.67,0.09,0.07
51367,4410,8651,-0.12,0.29,0.67
51469,4327,8711,-1.23,2.81,12.22
51470,4353,8807,0.42,1.46,13.37
51477,4321,8819,0.5,0.02,0.0
51526,4214,8813,-0.72,0.39,1.75
51542,4302,8409,0.15,1.42,5.62
51567,4203,8636,0.04,0.13,0.22
51573,4257,8914,0.69,0.15,0.69
51628,4107,8023,-0.56,0.39,3.18
51639,4115,8246,-0.11,0.16,0.49
51656,4144,8549,-0.58,0.27,0.5
51704,3944,7613,0.24,0.0,0.0
51705,3943,7515,0.71,0.0,0.0
51709,3929,7545,0.17,0.0,0.0
51720,4030,7903,0.86,0.04,0.04
51730,4033,8116,0.4,0.07,0.12
51747,3900,8340,-0.24,0.0,0.0
51765,4038,8742,-0.56,0.17,0.47
51810,3855,7738,0.21,0.0,0.0
51811,3826,7716,0.11,0.0,0.0
51818,3737,7817,0.09,0.0,0.0
51828,3708,7956,0.01,0.02,0.01
51839,3704,8234,0.29,0.0,0.0
51855,3809,8533,-0.11,0.41,5.11
51931,3651,8139,0.14,0.0,0.0
52101,4336,9303,0.2,0.79,5.66
52112,4345,9459,0.14,0.01,0.0
52118,4316,9442,0.56,0.13,0.07
52203,4249,9331,0.43,0.01,0.0
52313,4132,9440,-0.13,0.18,0.49
52323,4148,9702,0.31,0.11,0.08
52533,3946,9829,0.3,0.17,0.31
52546,3922,9950,0.58,0.14,0.21
52602,3845,9320,-0.38,0.22,0.67
52652,3905,10017,1.41,0.11,0.09
52674,3813,10156,0.78,0.49,1.64
52679,3753,10252,0.69,0.27,0.51
52681,3838,10305,0.66,0.1,0.16
52707,3648,9341,0.17,0.06,0.03
52787,3712,10252,-0.58,2.35,21.18
52797,3711,10403,-0.35,0.74,8.74
52818,3625,9454,0.48,0.05,0.02
52825,3626,9626,-0.61,0.27,0.97
52836,3618,9806,0.59,0.56,1.7
52856,3616,10037,-0.1,2.9,29.04
52866,3640,10144,0.11,3.35,44.34
52868,3601,10122,2.0,2.67,57.28
52876,3620,10250,-0.1,1.42,11.28
52884,3621,10357,-0.35,1.24,6.89
52895,3634,10441,-1.04,1.61,15.64
52908,3513,9305,0.47,0.91,4.57
52943,3535,9960,-1.07,2.68,19.44
52955,3535,10044,-1.3,3.07,48.33
52974,3533,10202,-0.13,3.35,46.34
52983,3552,10409,-1.12,2.56,19.77
52984,3535,10311,-0.31,2.22,31.1
52986,3522,10352,0.65,5.02,91.04
52996,3523,10500,-0.93,2.74,23.17
53068,4338,11156,-0.28,1.67,23.91
53083,4437,11409,-1.08,1.93,13.55
53149,4232,11008,0.2,0.64,1.77
53192,4401,11500,-1.25,2.16,20.05
53231,4124,10624,-0.27,0.0,0.0
53336,4134,10831,-0.96,1.68,33.14
53352,4142,11026,-0.88,1.93,18.08
53362,4133,11139,-0.64,1.99,9.83
53391,4154,11400,0.47,4.4,48.1
53399,4109,11442,0.26,4.42,103.71
53446,4032,10953,-0.46,1.55,9.61
53463,4051,11134,-1.22,3.36,35.93
53478,4000,11228,-0.64,2.71,23.22
53480,4102,11304,-0.99,3.53,24.06
53487,4005,11325,0.4,4.67,134.5
53490,4026,11404,-0.29,2.36,19.88
53513,4044,10722,-0.1,1.53,18.9
53519,3912,10646,-1.12,1.46,20.64
53529,3905,10758,0.48,0.79,5.67
53543,3949,11001,0.93,0.95,6.99
53564,3922,11113,0.21,1.6,10.65
