Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.05,2.05,11.03
50246,5221,12443,-0.71,2.24,24.04
50247,5202,12334,-0.9,2.04,10.83
50349,5140,12424,-0.61,2.14,19.17
50353,5144,12638,0.62,1.4,11.3
50425,5015,12011,1.14,0.44,1.26
50434,5029,12141,0.6,1.41,6.54
50442,5024,12407,-1.22,3.5,49.27
50468,5015,12728,0.4,5.71,172.76
50514,4935,11719,0.2,0.94,6.38
50527,4915,11942,0.76,1.02,6.2
50548,4912,12343,0.01,2.1,26.66
50557,4909,12514,0.63,1.24,6.04
50564,4925,12720,-0.4,2.71,60.9
50603,4841,11649,-1.02,1.91,19.03
50618,4813,11816,-0.67,2.63,59.93
50639,4800,12244,0.18,1.8,25.22
50656,4816,12630,-1.01,3.65,76.66
50658,4805,12547,-1.23,3.64,156.81
50727,4710,11956,0.41,1.38,9.13
50739,4718,12315,-0.63,2.94,93.32
50742,4748,12429,-0.43,2.18,57.28
50745,4723,12355,-0.15,1.79,34.73
50756,4727,12652,-0.42,2.95,31.28
50758,4709,12554,0.68,0.99,8.8
50774,4742,12850,-1.05,5.23,72.18
50788,4714,13160,-0.31,2.5,27.36
50834,4636,12113,0.56,1.37,12.24
50844,4624,12327,-0.12,1.39,22.37
50853,4637,12658,0.19,2.15,28.41
50854,4623,12519,0.96,0.7,4.77
50862,4659,12759,-0.89,4.05,61.24
50873,4647,13018,0.98,1.41,4.77
50877,4618,12935,0.12,2.47,17.92
50888,4623,13210,0.03,2.17,30.7
50915,4531,11658,0.75,0.5,2.14
50936,4538,12250,0.62,0.52,2.91
50945,4530,12414,0.67,0.84,10.6
50948,4500,12401,0.46,0.96,12.53
50949,4505,12452,0.35,1.25,15.93
50950,4542,12515,0.59,1.21,14.97
50953,4556,12634,0.91,1.04,12.96
50963,4558,12844,0.16,2.3,22.66
50968,4513,12758,0.26,2.27,32.25
50973,4545,13036,0.8,1.21,14.51
50978,4518,13055,0.89,1.33,11.28
50983,4546,13253,-1.13,3.84,59.94
51053,4803,8624,-0.03,0.22,0.45
51060,4742,8652,-0.48,0.27,0.81
51068,4707,8729,0.28,0.19,0.29
51076,4744,8805,-0.34,0.31,0.85
51087,4701,8930,-0.05,0.24,0.55
51133,4644,8300,0.28,0.14,0.13
51156,4649,8545,-1.22,0.75,6.46
51232,4511,8233,-0.73,0.35,1.47
51238,4454,8204,-0.62,0.8,5.83
51241,4556,8336,0.13,0.4,0.87
51243,4537,8451,-0.16,0.24,0.88
51334,4434,8249,-0.43,0.24,0.38
51367,4410,8651,0.25,0.11,0.29
51469,4327,8711,0.75,0.0,0.0
51470,4353,8807,-0.87,2.02,41.26
51477,4321,8819,0.15,0.06,0.04
51526,4214,8813,-0.5,0.17,0.48
51542,4302,8409,-0.05,1.22,7.09
51567,4203,8636,-0.82,0.34,1.75
51573,4257,8914,-0.23,0.02,0.0
51628,4107,8023,-1.0,0.48,2.38
51639,4115,8246,-0.08,0.07,0.06
51656,4144,8549,-0.16,0.47,3.16
51704,3944,7613,0.09,0.02,0.01
51705,3943,7515,0.51,0.18,0.23
51709,3929,7545,-0.02,0.02,0.02
51720,4030,7903,-0.05,0.19,0.79
51730,4033,8116,-0.14,0.09,0.08
51747,3900,8340,-0.22,0.0,0.0
51765,4038,8742,-1.03,0.18,0.37
51810,3855,7738,-0.01,0.04,0.04
51811,3826,7716,-0.18,0.04,0.01
51818,3737,7817,-0.26,0.05,0.07
51828,3708,7956,-0.29,0.03,0.02
51839,3704,8234,-0.38,0.07,0.07
51855,3809,8533,-1.32,0.1,0.3
51931,3651,8139,-0.14,0.02,0.02
52101,4336,9303,-0.95,1.04,11.36
52112,4345,9459,-0.03,0.0,0.0
52118,4316,9442,1.14,0.01,0.0
52203,4249,9331,-0.28,0.25,1.54
52313,4132,9440,-0.16,0.38,2.97
52323,4148,9702,-0.18,0.22,0.63
52533,3946,9829,1.28,1.31,12.46
52546,3922,9950,-0.43,0.46,1.15
52602,3845,9320,0.02,0.24,0.49
52652,3905,10017,-0.05,0.53,2.36
52674,3813,10156,1.19,0.26,0.69
52679,3753,10252,0.67,0.16,0.24
52681,3838,10305,0.53,0.19,0.45
52707,3648,9341,-0.7,0.21,0.66
52787,3712,10252,0.75,1.49,11.24
52797,3711,10403,0.19,0.66,2.22
52818,3625,9454,-0.75,0.2,0.46
52825,3626,9626,2.37,0.69,3.44
52836,3618,9806,0.36,1.49,17.85
52856,3616,10037,-0.53,1.99,14.49
52866,3640,10144,-0.07,1.88,29.39
52868,3601,10122,0.74,0.77,5.66
52876,3620,10250,0.67,1.03,4.01
52884,3621,10357,0.63,0.7,3.37
52895,3634,10441,-0.74,1.35,38.43
52908,3513,9305,0.78,0.64,3.68
52943,3535,9960,-0.58,2.07,20.78
52955,3535,10044,-0.05,1.89,20.77
52974,3533,10202,-0.02,1.73,9.5
52983,3552,10409,0.08,1.34,10.21
52984,3535,10311,-1.0,3.75,73.85
52986,3522,10352,-0.11,2.27,29.73
52996,3523,10500,-0.47,2.3,37.43
53068,4338,11156,-0.28,1.58,50.35
53083,4437,11409,-1.13,1.92,46.73
