Stanum,Lat,Lon,Rain
50136,5258,12231,-1.13
50246,5221,12443,0.99
50247,5202,12334,0.06
50349,5140,12424,-0.38
50353,5144,12638,-1.13
50425,5015,12011,0.05
50434,5029,12141,-0.49
50442,5024,12407,-0.73
50468,5015,12728,-0.71
50514,4935,11719,-0.48
50527,4915,11942,-0.45
50548,4912,12343,-0.74
50557,4909,12514,0.06
50564,4925,12720,-0.68
50603,4841,11649,0.08
50618,4813,11816,-0.16
50639,4800,12244,0.17
50656,4816,12630,-0.18
50658,4805,12547,-0.92
50727,4710,11956,0.1
50739,4718,12315,-0.88
50742,4748,12429,-0.14
50745,4723,12355,-0.15
50756,4727,12652,-0.92
50758,4709,12554,-0.74
50774,4742,12850,-0.42
50788,4714,13160,-0.49
50834,4636,12113,0.17
50844,4624,12327,-0.16
50853,4637,12658,-0.68
50854,4623,12519,0.43
50862,4659,12759,0.66
50873,4647,13018,0.17
50877,4618,12935,-0.22
50888,4623,13210,-0.88
50915,4531,11658,-0.72
50936,4538,12250,0.07
50945,4530,12414,1.88
50948,4500,12401,0.06
50949,4505,12452,0.63
50950,4542,12515,1.76
50953,4556,12634,0.59
50963,4558,12844,-0.46
50968,4513,12758,0.2
50973,4545,13036,-0.72
50978,4518,13055,0.06
50983,4546,13253,0.09
51053,4803,8624,-0.74
51060,4742,8652,0.23
51068,4707,8729,-0.1
51076,4744,8805,-1.08
51087,4701,8930,-0.94
51133,4644,8300,-0.9
51156,4649,8545,-0.41
51232,4511,8233,-0.42
51238,4454,8204,0.36
51241,4556,8336,-1.35
51243,4537,8451,-0.07
51334,4434,8249,-0.05
51367,4410,8651,-1.04
51469,4327,8711,-0.95
51470,4353,8807,0.3
51477,4321,8819,-0.01
51526,4214,8813,-0.83
51542,4302,8409,-0.82
51567,4203,8636,-0.95
51573,4257,8914,0.19
51628,4107,8023,-0.12
51639,4115,8246,0.12
51656,4144,8549,-0.63
51704,3944,7613,-0.63
51705,3943,7515,1.59
51709,3929,7545,-0.19
51720,4030,7903,1.64
51730,4033,8116,-0.69
51747,3900,8340,2.03
51765,4038,8742,0.02
51810,3855,7738,-0.19
51811,3826,7716,-0.14
51818,3737,7817,-1.14
51828,3708,7956,-0.36
51839,3704,8234,-0.94
51855,3809,8533,-0.11
51931,3651,8139,0.21
52101,4336,9303,-1.16
52112,4345,9459,-0.44
52118,4316,9442,0.24
52203,4249,9331,-0.62
52313,4132,9440,-0.12
52323,4148,9702,0.1
52533,3946,9829,-0.35
52546,3922,9950,-0.77
52602,3845,9320,0.36
52652,3905,10017,-0.01
52674,3813,10156,0.35
52679,3753,10252,0.23
52681,3838,10305,0.74
52707,3648,9341,-0.05
52787,3712,10252,1.97
52797,3711,10403,1.08
52818,3625,9454,-0.93
52825,3626,9626,-0.58
52836,3618,9806,-1.11
52856,3616,10037,1.68
52866,3640,10144,0.77
52868,3601,10122,0.21
52876,3620,10250,1.36
52884,3621,10357,0.93
52895,3634,10441,-0.5
52908,3513,9305,-1.16
52943,3535,9960,-0.87
52955,3535,10044,1.25
52974,3533,10202,1.71
52983,3552,10409,1.56
52984,3535,10311,0.87
52986,3522,10352,2.05
52996,3523,10500,1.51
53068,4338,11156,0.44
53083,4437,11409,0.87
53149,4232,11008,0.01
53192,4401,11500,-0.01
53231,4124,10624,-0.27
53336,4134,10831,-0.41
53352,4142,11026,-1.12
53362,4133,11139,0.17
53391,4154,11400,-0.49
53399,4109,11442,0.8
53446,4032,10953,-1.03
53463,4051,11134,-0.61
53478,4000,11228,-0.49
53480,4102,11304,-1.42
53487,4005,11325,-0.85
53490,4026,11404,-1.21
53513,4044,10722,-0.16
53519,3912,10646,0.81
53529,3905,10758,0.67
53543,3949,11001,0.72
