Stanum,Lat,Lon,Rain
50136,5258,12231,-1.04
50246,5221,12443,1.45
50247,5202,12334,1.11
50349,5140,12424,1.48
50353,5144,12638,0.18
50425,5015,12011,-0.99
50434,5029,12141,-0.88
50442,5024,12407,2.0
50468,5015,12728,1.45
50514,4935,11719,0.03
50527,4915,11942,-0.69
50548,4912,12343,-1.0
50557,4909,12514,-0.68
50564,4925,12720,-0.39
50603,4841,11649,-0.68
50618,4813,11816,-0.47
50639,4800,12244,-0.95
50656,4816,12630,-1.28
50658,4805,12547,-0.86
50727,4710,11956,0.42
50739,4718,12315,1.3
50742,4748,12429,3.58
50745,4723,12355,1.85
50756,4727,12652,1.21
50758,4709,12554,-0.22
50774,4742,12850,3.09
50788,4714,13160,-0.73
50834,4636,12113,-0.41
50844,4624,12327,0.12
50853,4637,12658,0.86
50854,4623,12519,-0.14
50862,4659,12759,-1.08
50873,4647,13018,0.46
50877,4618,12935,-0.73
50888,4623,13210,-0.7
50915,4531,11658,-1.08
50936,4538,12250,2.1
50945,4530,12414,-0.02
50948,4500,12401,1.03
50949,4505,12452,2.7
50950,4542,12515,1.11
50953,4556,12634,0.94
50963,4558,12844,-0.86
50968,4513,12758,-0.88
50973,4545,13036,-0.69
50978,4518,13055,-0.86
50983,4546,13253,-0.09
51053,4803,8624,0.17
51060,4742,8652,-0.1
51068,4707,8729,0.08
51076,4744,8805,-0.67
51087,4701,8930,0.11
51133,4644,8300,0.23
51156,4649,8545,-0.29
51232,4511,8233,-0.08
51238,4454,8204,0.18
51241,4556,8336,-1.4
51243,4537,8451,0.32
51334,4434,8249,0.11
51367,4410,8651,0.17
51469,4327,8711,0.84
51470,4353,8807,-1.44
51477,4321,8819,-0.35
51526,4214,8813,-0.15
51542,4302,8409,-1.14
51567,4203,8636,-0.71
51573,4257,8914,0.05
51628,4107,8023,-0.58
51639,4115,8246,0.1
51656,4144,8549,-0.32
51704,3944,7613,-0.55
51705,3943,7515,-0.95
51709,3929,7545,-0.83
51720,4030,7903,-1.16
51730,4033,8116,0.14
51747,3900,8340,-0.24
51765,4038,8742,-0.55
51810,3855,7738,-0.65
51811,3826,7716,-0.78
51818,3737,7817,-0.08
51828,3708,7956,0.09
51839,3704,8234,0.26
51855,3809,8533,-0.12
51931,3651,8139,0.04
52101,4336,9303,0.36
52112,4345,9459,0.16
52118,4316,9442,0.23
52203,4249,9331,0.36
52313,4132,9440,-0.13
52323,4148,9702,-0.36
52533,3946,9829,-0.71
52546,3922,9950,0.05
52602,3845,9320,-0.44
52652,3905,10017,0.02
52674,3813,10156,-1.28
52679,3753,10252,-0.25
52681,3838,10305,2.11
52707,3648,9341,-0.4
52787,3712,10252,-0.08
52797,3711,10403,-0.29
52818,3625,9454,0.26
52825,3626,9626,-0.87
52836,3618,9806,-0.67
52856,3616,10037,-0.8
52866,3640,10144,-0.75
52868,3601,10122,0.08
52876,3620,10250,-1.24
52884,3621,10357,-0.46
52895,3634,10441,-0.83
52908,3513,9305,0.46
52943,3535,9960,-1.05
52955,3535,10044,-0.77
52974,3533,10202,-0.78
52983,3552,10409,-1.26
52984,3535,10311,-1.37
52986,3522,10352,-0.52
52996,3523,10500,-0.58
53068,4338,11156,-0.16
53083,4437,11409,-0.3
53149,4232,11008,-0.84
53192,4401,11500,-0.37
53231,4124,10624,-0.27
53336,4134,10831,-0.72
53352,4142,11026,-0.26
53362,4133,11139,-1.25
53391,4154,11400,-0.6
53399,4109,11442,-1.4
53446,4032,10953,-1.06
53463,4051,11134,-0.46
53478,4000,11228,-1.01
53480,4102,11304,-0.97
53487,4005,11325,1.39
53490,4026,11404,0.47
