Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-30.97,2.41,22.17
50246,5221,12443,-100.0,0.0,0.0
50247,5202,12334,-100.0,0.0,0.0
50349,5140,12424,-100.0,0.0,0.0
50353,5144,12638,-14.9,3.33,49.97
50425,5015,12011,-24.36,2.45,14.92
50434,5029,12141,-1.34,3.88,86.27
50442,5024,12407,-38.39,2.82,29.17
50468,5015,12728,-11.78,3.98,91.35
50514,4935,11719,-39.06,1.69,11.85
50527,4915,11942,-42.57,1.9,16.55
50548,4912,12343,27.54,6.23,177.34
50557,4909,12514,-18.92,3.54,44.28
50564,4925,12720,16.2,5.45,287.44
50603,4841,11649,8.66,2.49,20.92
50618,4813,11816,-38.43,1.64,15.94
50639,4800,12244,-6.39,4.85,100.9
50656,4816,12630,12.44,5.38,127.49
50658,4805,12547,-10.63,4.49,163.41
50727,4710,11956,-67.01,1.3,3.76
50739,4718,12315,-17.5,4.13,50.11
50742,4748,12429,43.74,6.33,342.75
50745,4723,12355,33.77,6.07,228.45
50756,4727,12652,-9.13,4.28,70.07
50758,4709,12554,-50.96,2.52,22.07
50774,4742,12850,-47.13,2.82,28.66
50788,4714,13160,6.91,3.73,66.88
50834,4636,12113,-25.92,3.74,40.04
50844,4624,12327,-37.23,2.58,17.19
50853,4637,12658,0.56,5.24,91.3
50854,4623,12519,-29.14,3.19,68.41
50862,4659,12759,34.58,7.27,394.76
50873,4647,13018,72.54,6.39,149.16
50877,4618,12935,29.54,5.62,127.06
50888,4623,13210,11.98,4.04,139.3
50915,4531,11658,-64.66,0.83,4.16
50936,4538,12250,-26.21,2.98,47.98
50945,4530,12414,-16.02,3.67,94.09
50948,4500,12401,59.67,6.84,390.15
50949,4505,12452,16.97,4.85,240.31
50950,4542,12515,-31.47,3.1,66.74
50953,4556,12634,37.04,6.37,113.2
50963,4558,12844,5.95,5.2,101.75
50968,4513,12758,85.21,10.02,552.46
50973,4545,13036,3.97,4.15,125.45
50978,4518,13055,47.21,5.72,243.0
50983,4546,13253,34.83,4.77,213.56
51053,4803,8624,-44.94,0.42,2.2
51060,4742,8652,-60.04,0.26,1.94
51068,4707,8729,-4.75,0.62,2.67
51076,4744,8805,47.82,1.18,15.49
51087,4701,8930,-34.08,0.56,1.25
51133,4644,8300,115.02,1.99,36.55
51156,4649,8545,-45.49,0.68,3.32
51232,4511,8233,-50.51,0.27,0.52
51238,4454,8204,2.86,0.89,6.16
51241,4556,8336,-29.21,0.97,3.9
51243,4537,8451,80.61,1.38,15.54
51334,4434,8249,-45.5,0.24,0.19
51367,4410,8651,-1.67,0.62,3.29
51469,4327,8711,-100.0,0.0,0.0
51470,4353,8807,89.49,6.01,172.33
51477,4321,8819,77.3,1.21,22.21
51526,4214,8813,9.81,0.53,1.31
51542,4302,8409,-43.72,1.24,7.26
51567,4203,8636,81.83,0.96,9.77
51573,4257,8914,46.42,0.09,0.05
51628,4107,8023,1.97,0.51,4.7
51639,4115,8246,-82.04,0.06,0.03
51656,4144,8549,60.92,0.68,2.77
51704,3944,7613,-92.31,0.03,0.02
51705,3943,7515,-73.39,0.25,0.57
51709,3929,7545,-92.48,0.02,0.02
51720,4030,7903,-35.56,0.48,1.74
51730,4033,8116,-84.36,0.06,0.03
51747,3900,8340,-100.0,0.0,0.0
51765,4038,8742,145.64,0.73,4.6
51810,3855,7738,-53.62,0.17,0.81
