Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-36.15,2.05,19.62
50246,5221,12443,7.76,2.96,71.33
50247,5202,12334,-100.0,0.0,0.0
50349,5140,12424,1.81,3.02,17.58
50353,5144,12638,4.52,3.45,62.05
50425,5015,12011,4.23,2.99,21.6
50434,5029,12141,-55.81,1.45,8.36
50442,5024,12407,-51.93,1.64,7.7
50468,5015,12728,-53.69,1.78,15.39
50514,4935,11719,9.56,2.42,23.23
50527,4915,11942,24.86,3.31,49.97
50548,4912,12343,-11.97,3.17,68.6
50557,4909,12514,-67.83,1.16,5.58
50564,4925,12720,-33.86,2.58,39.23
50603,4841,11649,161.54,5.59,195.24
50618,4813,11816,-6.18,2.04,24.62
50639,4800,12244,-23.68,3.01,27.52
50656,4816,12630,-27.61,2.68,26.69
50658,4805,12547,7.88,3.95,104.56
50727,4710,11956,-13.41,2.52,31.82
50739,4718,12315,-18.16,2.93,49.22
50742,4748,12429,-39.24,1.93,10.86
50745,4723,12355,21.65,3.7,94.97
50756,4727,12652,60.83,6.81,203.99
50758,4709,12554,-0.38,3.61,58.52
50774,4742,12850,24.8,6.09,149.65
50788,4714,13160,17.2,4.32,77.08
50834,4636,12113,-11.61,2.83,36.28
50844,4624,12327,52.74,4.15,62.02
50853,4637,12658,61.04,6.41,151.24
50854,4623,12519,101.87,6.35,181.39
50862,4659,12759,71.57,7.9,236.43
50873,4647,13018,-15.74,3.45,48.11
50877,4618,12935,52.25,6.37,118.05
50888,4623,13210,132.55,8.85,408.77
50915,4531,11658,30.51,2.43,28.2
50936,4538,12250,82.18,4.67,140.17
50945,4530,12414,-22.05,2.47,35.21
50948,4500,12401,-56.74,1.35,21.2
50949,4505,12452,-48.96,1.51,10.58
50950,4542,12515,-16.47,2.78,40.8
50953,4556,12634,-45.4,2.04,25.86
50963,4558,12844,49.84,6.33,148.76
50968,4513,12758,32.88,6.14,89.78
50973,4545,13036,31.59,4.69,55.07
50978,4518,13055,-10.9,3.42,63.93
50983,4546,13253,-15.12,3.17,31.78
51053,4803,8624,205.9,1.65,29.53
51060,4742,8652,240.56,1.49,19.92
51068,4707,8729,223.45,1.65,38.6
51076,4744,8805,168.56,1.49,27.0
51087,4701,8930,-12.98,0.48,2.26
51133,4644,8300,32.07,0.76,7.13
51156,4649,8545,-19.68,0.61,3.42
51232,4511,8233,-13.92,0.38,1.02
51238,4454,8204,-49.58,0.33,1.03
51241,4556,8336,-3.55,0.94,6.41
51243,4537,8451,-25.41,0.38,1.42
51334,4434,8249,-3.34,0.36,2.52
51367,4410,8651,-83.88,0.08,0.13
51469,4327,8711,-100.0,0.0,0.0
51470,4353,8807,-77.74,0.53,1.74
51477,4321,8819,-11.31,0.39,2.57
51526,4214,8813,-95.79,0.01,0.0
51542,4302,8409,-5.76,1.66,15.95
51567,4203,8636,-87.96,0.05,0.03
51573,4257,8914,-100.0,0.0,0.0
51628,4107,8023,-64.83,0.15,0.2
51639,4115,8246,-79.02,0.07,0.06
51656,4144,8549,-84.4,0.05,0.02
51704,3944,7613,-94.05,0.03,0.02
51705,3943,7515,-70.67,0.32,2.7
51709,3929,7545,-87.94,0.04,0.04
51720,4030,7903,-94.65,0.04,0.03
51730,4033,8116,-97.08,0.01,0.0
51747,3900,8340,-100.0,0.0,0.0
51765,4038,8742,-49.54,0.09,0.21
51810,3855,7738,-100.0,0.0,0.0
51811,3826,7716,-100.0,0.0,0.0
51818,3737,7817,-100.0,0.0,0.0
51828,3708,7956,-100.0,0.0,0.0
51839,3704,8234,-100.0,0.0,0.0
51855,3809,8533,-100.0,0.0,0.0
51931,3651,8139,-100.0,0.0,0.0
52101,4336,9303,-26.54,0.86,6.25
52112,4345,9459,-82.44,0.02,0.01
52118,4316,9442,78.86,0.89,6.68
52203,4249,9331,-55.58,0.07,0.05
52313,4132,9440,-93.06,0.02,0.01
52323,4148,9702,77.62,0.8,5.68
52533,3946,9829,-23.06,0.42,2.78
52546,3922,9950,-35.03,0.46,3.56
52602,3845,9320,-38.43,0.07,0.17
52652,3905,10017,-72.17,0.24,0.56
52674,3813,10156,8.09,1.58,16.34
52679,3753,10252,46.61,1.87,18.49
52681,3838,10305,206.2,2.83,61.41
52707,3648,9341,-76.24,0.04,0.03
52787,3712,10252,-11.4,2.58,26.69
52797,3711,10403,-20.46,1.13,17.35
52818,3625,9454,-89.02,0.03,0.03
52825,3626,9626,-93.56,0.02,0.01
52836,3618,9806,-66.47,0.31,1.75
52856,3616,10037,16.97,2.67,12.79
52866,3640,10144,-22.02,2.15,32.48
52868,3601,10122,79.91,3.3,113.35
52876,3620,10250,-12.65,2.23,24.76
52884,3621,10357,52.2,2.66,45.6
52895,3634,10441,36.16,2.3,36.25
52908,3513,9305,-75.01,0.52,1.67
52943,3535,9960,-30.7,1.65,8.44
52955,3535,10044,8.07,3.08,34.32
52974,3533,10202,77.31,4.7,60.43
52983,3552,10409,77.51,4.78,105.14
52984,3535,10311,54.06,5.47,95.61
52986,3522,10352,98.49,6.76,153.53
52996,3523,10500,253.26,10.74,618.99
53068,4338,11156,113.52,2.38,47.58
53083,4437,11409,59.32,2.9,50.36
