Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-12.1,3.06,26.1
50246,5221,12443,67.82,5.73,98.33
50247,5202,12334,-100.0,0.0,0.0
50349,5140,12424,58.86,5.92,62.0
50353,5144,12638,35.9,5.32,81.57
50425,5015,12011,12.32,3.65,93.38
50434,5029,12141,44.95,5.71,134.67
50442,5024,12407,-4.48,4.37,42.01
50468,5015,12728,39.5,6.3,104.12
50514,4935,11719,-17.5,2.28,31.62
50527,4915,11942,-28.13,2.38,67.9
50548,4912,12343,-8.26,4.48,49.1
50557,4909,12514,21.03,5.28,142.96
50564,4925,12720,16.95,5.48,100.3
50603,4841,11649,-17.41,1.89,18.81
50618,4813,11816,-7.58,2.45,28.71
50639,4800,12244,-41.52,3.03,21.64
50656,4816,12630,50.57,7.21,154.75
50658,4805,12547,129.09,11.52,492.92
50727,4710,11956,-19.24,3.17,53.32
50739,4718,12315,-2.67,4.87,146.03
50742,4748,12429,4.54,4.6,75.98
50745,4723,12355,-33.97,3.0,37.44
50756,4727,12652,65.09,7.77,130.63
50758,4709,12554,-42.69,2.95,37.21
50774,4742,12850,-30.72,3.69,45.07
50788,4714,13160,-22.22,2.71,36.38
50834,4636,12113,-12.31,4.43,54.94
50844,4624,12327,-48.53,2.12,35.44
50853,4637,12658,-41.05,3.07,49.5
50854,4623,12519,-14.66,3.84,76.48
50862,4659,12759,-35.46,3.49,36.45
50873,4647,13018,15.92,4.29,64.21
50877,4618,12935,15.11,4.99,95.31
50888,4623,13210,10.82,4.0,58.1
50915,4531,11658,-61.24,0.91,3.23
50936,4538,12250,-48.73,2.07,44.74
50945,4530,12414,-11.81,3.85,215.04
50948,4500,12401,-3.19,4.15,304.18
50949,4505,12452,-4.41,3.97,137.49
50950,4542,12515,9.72,4.96,211.27
50953,4556,12634,-6.72,4.34,85.53
50963,4558,12844,-20.62,3.89,50.4
50968,4513,12758,-49.2,2.75,35.47
50973,4545,13036,-0.88,3.95,45.58
50978,4518,13055,-16.64,3.24,55.51
50983,4546,13253,-23.42,2.71,64.31
51053,4803,8624,-36.4,0.48,1.44
51060,4742,8652,38.87,0.92,2.72
51068,4707,8729,68.56,1.09,4.57
51076,4744,8805,-40.47,0.47,2.82
51087,4701,8930,-47.34,0.45,0.89
51133,4644,8300,112.58,1.96,29.57
51156,4649,8545,67.37,2.1,38.03
51232,4511,8233,34.74,0.73,2.23
51238,4454,8204,18.82,1.03,5.59
51241,4556,8336,82.98,2.51,16.41
51243,4537,8451,34.51,1.03,9.43
51334,4434,8249,-66.86,0.15,0.21
51367,4410,8651,44.15,0.9,5.05
51469,4327,8711,-100.0,0.0,0.0
51470,4353,8807,28.46,4.07,100.63
51477,4321,8819,10.64,0.75,5.16
51526,4214,8813,-64.51,0.17,0.32
51542,4302,8409,0.52,2.21,9.23
51567,4203,8636,-52.86,0.25,0.43
51573,4257,8914,-94.95,0.0,0.0
51628,4107,8023,89.74,0.95,9.94
51639,4115,8246,25.7,0.43,1.49
51656,4144,8549,-36.24,0.27,0.41
51704,3944,7613,-33.34,0.25,0.62
51705,3943,7515,-11.08,0.82,3.6
51709,3929,7545,1.99,0.31,1.1
51720,4030,7903,6.83,0.8,1.72
51730,4033,8116,125.96,0.84,5.08
51747,3900,8340,-100.0,0.0,0.0
51765,4038,8742,101.97,0.6,4.39
51810,3855,7738,77.5,0.64,3.65
51811,3826,7716,62.24,0.51,3.34
51818,3737,7817,100.64,0.62,4.05
51828,3708,7956,218.65,0.6,7.1
51839,3704,8234,144.2,0.7,3.8
51855,3809,8533,65.44,0.39,1.62
51931,3651,8139,35.1,0.45,2.22
52101,4336,9303,5.02,1.58,14.8
52112,4345,9459,-82.87,0.02,0.01
52118,4316,9442,-21.4,0.69,4.79
52203,4249,9331,-15.05,0.2,0.58
52313,4132,9440,2.91,0.42,2.92
52323,4148,9702,-12.24,0.56,6.07
52533,3946,9829,6.68,0.71,3.29
52546,3922,9950,-13.6,0.68,2.99
52602,3845,9320,116.58,0.33,1.57
52652,3905,10017,1.7,0.92,2.8
52674,3813,10156,-2.47,1.37,8.49
52679,3753,10252,-44.9,0.55,3.16
52681,3838,10305,-39.65,0.45,2.34
52707,3648,9341,45.77,0.34,0.97
52787,3712,10252,-53.1,1.34,5.92
52797,3711,10403,-87.31,0.16,0.19
52818,3625,9454,36.88,0.51,1.44
52825,3626,9626,56.52,0.58,1.78
52836,3618,9806,29.52,1.99,28.04
52856,3616,10037,-24.26,1.79,8.52
52866,3640,10144,-60.01,1.05,4.87
52868,3601,10122,22.5,2.01,19.08
52876,3620,10250,-36.7,1.35,6.97
52884,3621,10357,-76.73,0.41,0.89
52895,3634,10441,-62.99,0.54,2.47
52908,3513,9305,37.14,3.06,16.88
52943,3535,9960,9.51,3.03,19.42
52955,3535,10044,26.35,3.82,51.26
52974,3533,10202,-32.26,1.8,12.54
52983,3552,10409,-50.41,1.21,6.45
52984,3535,10311,-27.94,2.26,21.69
52986,3522,10352,-55.19,1.5,8.84
52996,3523,10500,-34.68,1.99,19.2
