Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-67.25,1.14,5.58
50246,5221,12443,-33.63,2.26,43.82
50247,5202,12334,-67.21,1.08,3.39
50349,5140,12424,38.5,5.16,100.38
50353,5144,12638,-47.22,2.06,28.12
50425,5015,12011,60.23,5.2,96.36
50434,5029,12141,-55.92,1.74,11.31
50442,5024,12407,-32.61,3.08,29.38
50468,5015,12728,63.36,7.38,188.3
50514,4935,11719,63.01,4.51,81.68
50527,4915,11942,12.53,3.72,29.35
50548,4912,12343,20.87,5.9,217.21
50557,4909,12514,-46.36,2.34,47.1
50564,4925,12720,28.51,6.03,301.47
50603,4841,11649,25.29,2.87,61.3
50618,4813,11816,29.7,3.45,34.52
50639,4800,12244,-4.65,4.94,133.22
50656,4816,12630,-28.79,3.41,100.11
50658,4805,12547,-20.07,4.02,98.25
50727,4710,11956,13.58,4.46,56.83
50739,4718,12315,-8.92,4.56,116.45
50742,4748,12429,-36.78,2.78,32.81
50745,4723,12355,-64.82,1.6,12.58
50756,4727,12652,22.12,5.75,147.37
50758,4709,12554,41.9,7.3,201.2
50774,4742,12850,-33.63,3.54,57.8
50788,4714,13160,-30.46,2.43,40.11
50834,4636,12113,-41.13,2.97,35.15
50844,4624,12327,-47.9,2.14,26.29
50853,4637,12658,-19.38,4.2,54.65
50854,4623,12519,-56.9,1.94,20.71
50862,4659,12759,-62.98,2.0,24.51
50873,4647,13018,-38.16,2.29,28.51
50877,4618,12935,50.14,6.51,410.34
50888,4623,13210,-32.92,2.42,20.61
50915,4531,11658,60.93,3.79,63.17
50936,4538,12250,-24.77,3.04,44.3
50945,4530,12414,19.04,5.2,126.93
50948,4500,12401,-1.31,4.23,77.81
50949,4505,12452,75.18,7.27,217.5
50950,4542,12515,17.51,5.31,222.45
50953,4556,12634,13.6,5.28,162.4
50963,4558,12844,-20.36,3.91,57.38
50968,4513,12758,17.83,6.37,174.8
50973,4545,13036,145.0,9.77,264.7
50978,4518,13055,66.72,6.48,163.23
50983,4546,13253,15.87,4.1,57.86
51053,4803,8624,24.21,0.94,3.22
51060,4742,8652,31.08,0.87,3.07
51068,4707,8729,-15.72,0.55,2.35
51076,4744,8805,-61.53,0.31,0.96
51087,4701,8930,-75.37,0.21,0.68
51133,4644,8300,-6.45,0.86,5.63
51156,4649,8545,85.63,2.33,23.05
51232,4511,8233,26.99,0.69,1.76
51238,4454,8204,9.91,0.95,3.53
51241,4556,8336,52.4,2.09,12.91
51243,4537,8451,-9.91,0.69,1.88
51334,4434,8249,14.88,0.5,1.55
51367,4410,8651,-15.05,0.53,2.73
51469,4327,8711,47.15,3.42,27.58
51470,4353,8807,7.0,3.39,55.71
51477,4321,8819,100.47,1.37,13.43
51526,4214,8813,7.8,0.52,2.06
51542,4302,8409,73.99,3.82,53.47
51567,4203,8636,-11.84,0.46,1.17
51573,4257,8914,-9.12,0.06,0.09
51628,4107,8023,102.0,1.01,5.94
51639,4115,8246,43.66,0.49,1.59
51656,4144,8549,-14.23,0.36,1.09
51704,3944,7613,26.48,0.48,1.07
51705,3943,7515,97.1,1.82,25.42
51709,3929,7545,35.27,0.41,2.9
51720,4030,7903,127.07,1.69,6.12
51730,4033,8116,172.89,1.01,5.2
51747,3900,8340,33.43,0.1,0.1
51765,4038,8742,-23.58,0.23,0.46
51810,3855,7738,604.65,2.55,67.46
51811,3826,7716,672.45,2.44,81.31
51818,3737,7817,363.65,1.44,17.07
51828,3708,7956,330.01,0.81,5.36
51839,3704,8234,238.04,0.96,25.67
51855,3809,8533,-22.7,0.18,0.31
51931,3651,8139,181.86,0.94,12.56
52101,4336,9303,-64.92,0.53,2.99
52112,4345,9459,12.59,0.15,0.53
52118,4316,9442,-69.88,0.26,0.97
52203,4249,9331,-54.15,0.11,0.22
52313,4132,9440,46.91,0.6,6.9
52323,4148,9702,-73.27,0.17,0.48
52533,3946,9829,-47.39,0.35,3.5
52546,3922,9950,10.96,0.87,4.79
52602,3845,9320,-10.82,0.14,0.17
52652,3905,10017,67.49,1.52,21.82
52674,3813,10156,-1.09,1.39,12.41
52679,3753,10252,-58.76,0.41,2.31
52681,3838,10305,-15.51,0.63,6.09
52707,3648,9341,-70.85,0.07,0.05
52787,3712,10252,-67.0,0.94,1.94
52797,3711,10403,-89.64,0.13,0.19
52818,3625,9454,-65.57,0.13,0.32
52825,3626,9626,3.48,0.38,0.72
52836,3618,9806,10.62,1.7,17.18
52856,3616,10037,-24.54,1.78,10.01
52866,3640,10144,-48.28,1.35,7.36
52868,3601,10122,-54.97,0.74,1.61
52876,3620,10250,-82.52,0.37,0.98
52884,3621,10357,-84.37,0.28,0.37
