Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,19.52,1.24,9.72
50246,5221,12443,17.04,1.94,57.43
50247,5202,12334,14.98,2.72,131.73
50349,5140,12424,16.16,1.84,73.4
50353,5144,12638,15.0,2.07,32.62
50425,5015,12011,14.0,3.11,157.65
50434,5029,12141,10.67,3.74,127.12
50442,5024,12407,13.69,0.71,4.19
50468,5015,12728,13.53,2.17,33.63
50514,4935,11719,15.45,2.7,109.59
50527,4915,11942,14.67,2.78,37.11
50548,4912,12343,11.88,2.79,95.6
50557,4909,12514,13.03,2.63,69.67
50564,4925,12720,10.73,3.67,124.66
50603,4841,11649,17.85,2.59,30.75
50618,4813,11816,15.8,2.85,33.57
50639,4800,12244,9.45,3.95,102.7
50656,4816,12630,10.83,3.56,92.3
50658,4805,12547,9.78,4.11,56.41
50727,4710,11956,13.19,2.81,30.9
50739,4718,12315,11.11,3.19,72.82
50742,4748,12429,11.85,3.25,94.48
50745,4723,12355,13.76,1.37,9.5
50756,4727,12652,10.43,3.76,84.04
50758,4709,12554,9.5,4.27,76.29
50774,4742,12850,9.7,3.87,75.26
50788,4714,13160,14.12,0.65,2.43
50834,4636,12113,9.1,4.44,81.38
50844,4624,12327,12.36,3.43,44.79
50853,4637,12658,9.0,4.61,98.92
50854,4623,12519,11.49,3.47,59.9
50862,4659,12759,9.57,4.05,66.45
50873,4647,13018,14.53,2.58,111.49
50877,4618,12935,13.47,2.45,22.42
50888,4623,13210,16.46,1.78,26.62
50915,4531,11658,23.69,1.38,20.23
50936,4538,12250,7.66,5.69,98.04
50945,4530,12414,7.25,5.85,140.17
50948,4500,12401,10.27,4.33,51.8
50949,4505,12452,10.06,4.35,53.4
50950,4542,12515,10.76,3.8,52.52
50953,4556,12634,11.96,3.02,19.6
50963,4558,12844,10.58,3.66,56.75
50968,4513,12758,12.52,1.49,5.99
50973,4545,13036,14.24,2.44,22.74
50978,4518,13055,14.25,2.59,45.82
50983,4546,13253,16.05,0.88,4.16
51053,4803,8624,26.95,0.3,0.66
51060,4742,8652,35.95,0.38,0.68
51068,4707,8729,40.36,0.38,2.17
51076,4744,8805,53.11,0.9,18.78
51087,4701,8930,43.64,1.38,25.21
51133,4644,8300,46.93,0.79,7.11
51156,4649,8545,41.76,0.89,9.79
51232,4511,8233,70.64,0.57,2.42
51238,4454,8204,42.4,0.54,2.92
51241,4556,8336,36.82,0.95,5.16
51243,4537,8451,56.84,0.9,7.88
51334,4434,8249,26.44,0.14,0.29
51367,4410,8651,21.14,0.29,0.4
51469,4327,8711,12.69,4.03,20.78
51470,4353,8807,7.69,5.74,109.11
51477,4321,8819,45.53,0.56,2.22
51526,4214,8813,70.36,0.81,4.21
51542,4302,8409,16.76,2.61,10.19
51567,4203,8636,74.43,0.6,1.76
51573,4257,8914,0.44,0.12,0.18
51628,4107,8023,20.59,0.11,0.12
51639,4115,8246,102.77,0.63,3.99
51656,4144,8549,85.01,0.7,4.97
51704,3944,7613,0.0,0.0,0.0
51705,3943,7515,4.99,0.1,0.1
51709,3929,7545,0.0,0.02,0.01
51720,4030,7903,40.78,0.33,0.95
51730,4033,8116,15.41,0.16,0.27
51747,3900,8340,0.0,0.0,0.0
51765,4038,8742,60.89,1.28,16.0
51810,3855,7738,1.52,0.08,0.14
51811,3826,7716,0.85,0.06,0.1
51818,3737,7817,0.0,0.01,0.0
51828,3708,7956,10.8,0.23,1.53
51839,3704,8234,0.0,0.01,0.0
51855,3809,8533,45.29,0.38,2.99
51931,3651,8139,0.0,0.0,0.0
52101,4336,9303,32.89,1.23,4.94
52112,4345,9459,5.59,0.15,0.28
52118,4316,9442,19.81,2.23,17.5
52203,4249,9331,106.74,0.41,3.25
52313,4132,9440,6.16,2.38,61.3
52323,4148,9702,4.33,3.15,30.87
52533,3946,9829,6.14,2.98,40.21
52546,3922,9950,8.61,3.01,55.79
52602,3845,9320,2.08,0.13,0.22
52652,3905,10017,32.16,1.75,18.65
52674,3813,10156,22.88,2.34,14.89
52679,3753,10252,34.6,1.68,9.22
52681,3838,10305,18.76,2.39,47.08
52707,3648,9341,0.07,0.06,0.06
52787,3712,10252,6.51,5.55,75.01
52797,3711,10403,11.88,3.17,33.41
52818,3625,9454,20.51,0.2,0.29
52825,3626,9626,67.29,0.41,2.99
52836,3618,9806,29.18,1.78,10.59
52856,3616,10037,13.69,3.4,27.09
52866,3640,10144,7.58,5.07,64.48
52868,3601,10122,16.32,2.98,24.23
52876,3620,10250,6.38,5.06,34.6
52884,3621,10357,9.95,3.95,40.32
52895,3634,10441,13.17,3.41,25.21
52908,3513,9305,17.78,0.43,2.41
52943,3535,9960,14.52,3.2,22.73
52955,3535,10044,13.52,3.35,22.01
52974,3533,10202,8.93,4.69,53.33
52983,3552,10409,6.1,5.77,85.41
52984,3535,10311,9.64,4.61,44.77
52986,3522,10352,6.3,6.14,80.95
52996,3523,10500,5.0,6.63,200.68
53068,4338,11156,39.12,1.11,9.25
53083,4437,11409,24.32,1.79,17.34
53149,4232,11008,34.93,0.72,5.31
53192,4401,11500,21.18,2.16,15.84
53231,4124,10624,0.0,0.0,0.0
53336,4134,10831,2.55,6.73,201.63
53352,4142,11026,5.74,5.3,172.05
53362,4133,11139,12.82,3.78,93.98
53391,4154,11400,11.04,3.95,58.03
53399,4109,11442,10.12,4.64,72.04
53446,4032,10953,8.84,4.76,103.59
53463,4051,11134,8.19,5.26,269.51
53478,4000,11228,13.04,3.5,26.02
53480,4102,11304,10.55,4.38,44.86
53487,4005,11325,13.5,3.36,38.73
53490,4026,11404,10.62,4.09,30.2
53513,4044,10722,17.66,2.85,38.27
53519,3912,10646,16.7,2.93,62.42
53529,3905,10758,15.19,3.34,44.9
53543,3949,11001,5.77,6.07,196.16
53564,3922,11113,9.48,4.84,99.67
53578,3922,11226,11.14,3.95,58.58
53588,3856,11331,3.59,10.16,167.44
53593,3950,11434,9.93,4.61,56.71
53594,3927,11413,13.59,2.94,24.63
53612,3759,10611,10.79,3.53,53.25
53614,3828,10612,4.94,4.8,157.72
53615,3848,10642,12.86,3.43,60.07
53646,3816,10947,11.66,3.99,52.29
53651,3849,11028,8.69,5.01,55.22
53663,3856,11149,13.3,3.13,18.46
53664,3828,11108,11.38,4.02,33.04
53673,3844,11243,9.83,4.34,46.97
53687,3747,11338,6.1,6.6,144.35
53704,3732,10511,21.16,2.65,17.41
53705,3729,10541,21.49,2.54,18.67
53723,3748,10715,14.32,3.56,66.13
53725,3735,10735,8.24,5.08,107.08
53735,3737,10848,14.89,3.25,40.96
53738,3655,10810,7.78,4.94,132.08
53740,3756,10914,12.92,3.62,45.62
53754,3730,11013,7.08,5.84,123.23
53764,3730,11107,12.71,3.37,55.39
53772,3737,11235,6.05,6.36,130.11
53775,3725,11236,10.51,4.61,81.82
53787,3704,11259,11.13,3.38,50.9
53798,3711,11422,8.4,4.56,200.17
53806,3634,10539,9.88,4.7,58.53
53810,3658,10554,11.91,3.97,39.76
53817,3602,10614,4.76,6.78,131.07
53821,3634,10718,3.07,8.11,201.87
53853,3642,11057,8.13,5.31,161.6
53854,3635,11004,8.15,5.19,153.94
53859,3605,11040,4.72,7.75,279.07
53863,3704,11157,12.42,3.27,61.14
53868,3604,11130,7.92,5.55,175.7
53877,3608,11215,7.62,5.57,121.61
53882,3604,11302,13.79,2.85,37.39
53884,3630,11302,10.11,4.13,57.32
53898,3603,11408,9.05,3.94,87.67
53903,3558,10543,3.52,7.3,168.94
53910,3540,10612,4.83,7.53,93.47
53915,3532,10640,4.43,7.32,133.0
53923,3544,10738,9.6,4.5,91.69
53929,3512,10748,8.67,4.96,96.49
53942,3547,10922,5.13,6.97,436.28
53948,3453,10938,13.78,3.27,47.6
53959,3507,11104,12.33,4.11,48.63
53963,3539,11122,10.92,4.3,77.23
53968,3517,11140,6.53,6.81,166.47
53975,3529,11225,7.65,5.34,90.38
53986,3519,11355,8.99,4.14,55.1
54012,4434,11738,14.15,3.05,40.1
54026,4434,12054,7.21,5.87,236.39
54027,4357,11919,6.72,6.05,112.11
54041,4448,12304,7.69,5.8,169.18
54049,4415,12358,9.65,4.38,42.35
54063,4458,12600,10.21,4.06,51.67
54064,4423,12509,6.17,6.84,89.28
54094,4430,12940,15.9,1.27,5.53
54096,4424,13111,17.61,1.1,5.41
54102,4357,11607,13.35,3.45,50.98
54115,4338,11802,5.85,6.15,222.07
54134,4336,12117,12.28,3.9,36.75
54135,4336,12216,16.35,1.9,9.67
54142,4331,12327,9.72,4.35,55.18
54157,4307,12423,7.55,5.61,78.69
54161,4354,12513,7.66,5.53,90.03
54165,4333,12538,6.56,6.24,99.5
54171,4342,12631,11.35,3.58,46.66
54181,4342,12720,9.97,3.41,34.6
54186,4322,12812,12.2,2.78,19.84
54195,4318,12947,10.27,4.32,62.03
54208,4212,11628,9.81,4.4,76.0
54213,4256,11901,11.87,3.5,53.7
54218,4218,11850,12.09,3.62,34.3
54226,4220,12042,10.62,3.97,46.3
54236,4223,12233,5.83,6.71,181.7
54243,4247,12406,8.41,4.9,81.54
54254,4232,12403,7.48,5.62,139.36
54259,4204,12452,2.79,11.77,466.4
54260,4255,12505,6.98,5.94,97.34
54263,4258,12605,8.13,4.74,67.32
54266,4232,12538,4.62,8.12,221.65
54273,4259,12645,5.63,7.05,121.15
54276,4224,12648,7.08,5.79,64.62
54284,4209,12730,6.56,6.24,66.86
54285,4224,12807,6.23,6.48,75.21
54286,4232,12900,8.65,4.7,68.64
54292,4252,12930,11.45,3.94,54.14
54308,4112,11638,13.62,2.55,29.79
54311,4158,11746,7.94,5.14,85.89
54324,4133,12026,7.45,5.93,125.87
54326,4125,11937,7.67,5.7,70.04
54333,4158,12251,2.87,10.89,877.57
54339,4105,12260,8.37,5.07,122.89
54342,4144,12331,5.56,7.61,170.62
54346,4118,12347,8.03,4.84,55.14
54351,4155,12404,4.67,8.88,206.7
54353,4143,12502,4.8,8.4,171.1
54363,4141,12554,5.09,7.93,199.19
54374,4148,12653,3.57,10.12,370.52
54377,4109,12613,4.9,7.86,126.87
54386,4125,12811,6.87,5.47,53.14
54401,4046,11455,12.24,3.83,82.33
54405,4025,11530,15.44,2.49,16.87
54406,4027,11558,13.46,2.47,16.77
54416,4023,11652,4.44,8.54,320.09
54423,4058,11755,8.05,5.24,78.06
54429,4012,11757,2.39,13.14,1242.2
54436,4025,11857,5.26,7.29,349.33
54449,3951,11931,6.49,5.95,145.78
54452,4048,11948,7.41,5.28,73.02
54454,4020,12018,10.4,3.13,51.36
54455,4037,12039,9.75,3.67,50.48
54470,4101,12203,10.24,3.49,49.19
54471,4040,12210,6.64,6.28,274.73
54476,4011,12209,10.26,3.89,60.92
54486,4020,12317,3.75,9.16,366.67
54493,4043,12447,4.1,8.59,151.72
54497,4002,12420,3.94,8.83,361.69
54511,3948,11628,5.42,7.36,224.83
54518,3910,11624,8.64,4.94,151.7
54525,3944,11717,5.21,8.08,514.42
54527,3905,11703,6.03,6.9,302.22
54534,3939,11806,6.86,5.74,183.58
54539,3926,11853,8.44,4.46,161.96
54563,3938,12201,9.34,4.37,113.51
54579,3916,12235,3.21,9.26,426.8
54584,3943,12257,5.87,6.29,133.41
54602,3844,11529,5.12,7.74,251.12
54606,3813,11545,7.28,5.58,149.87
54618,3805,11633,10.45,2.68,44.35
54623,3903,11743,10.22,2.92,45.72
