Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,15.97,2.33,19.84
50246,5221,12443,9.49,4.6,60.53
50247,5202,12334,12.71,3.49,40.24
50349,5140,12424,12.7,3.78,56.04
50353,5144,12638,11.14,4.09,95.65
50425,5015,12011,16.52,2.67,37.59
50434,5029,12141,8.98,4.69,51.06
50442,5024,12407,7.88,5.48,141.45
50468,5015,12728,13.11,3.09,57.8
50514,4935,11719,24.03,1.22,10.9
50527,4915,11942,19.22,2.19,21.44
50548,4912,12343,14.77,2.63,29.09
50557,4909,12514,11.54,3.78,90.28
50564,4925,12720,8.49,4.87,174.32
50603,4841,11649,23.79,1.62,32.78
50618,4813,11816,24.56,1.46,11.36
50639,4800,12244,12.39,3.24,61.42
50656,4816,12630,10.05,4.61,71.6
50658,4805,12547,9.48,4.71,100.94
50727,4710,11956,16.16,2.61,34.78
50739,4718,12315,11.13,3.77,78.36
50742,4748,12429,15.68,2.64,33.72
50745,4723,12355,18.79,1.65,16.51
50756,4727,12652,6.03,6.68,252.84
50758,4709,12554,10.42,4.41,126.8
50774,4742,12850,11.13,3.28,59.0
50788,4714,13160,16.01,1.94,20.16
50834,4636,12113,17.99,1.75,18.89
50844,4624,12327,20.94,1.27,16.69
50853,4637,12658,13.28,2.91,57.28
50854,4623,12519,18.01,1.43,15.33
50862,4659,12759,11.38,3.47,77.82
50873,4647,13018,14.93,1.32,8.9
50877,4618,12935,15.16,1.54,14.63
50888,4623,13210,15.4,1.87,11.33
50915,4531,11658,20.65,0.49,0.94
50936,4538,12250,21.64,1.14,14.78
50945,4530,12414,18.11,0.97,8.65
50948,4500,12401,9.19,0.16,0.29
50949,4505,12452,12.03,0.31,0.72
50950,4542,12515,15.92,0.88,5.39
50953,4556,12634,13.33,3.04,78.75
50963,4558,12844,13.69,0.65,2.41
50968,4513,12758,12.73,2.54,20.24
50973,4545,13036,18.2,1.21,6.62
50978,4518,13055,16.15,1.28,11.2
50983,4546,13253,16.74,0.71,8.48
51053,4803,8624,15.55,0.28,0.62
51060,4742,8652,20.4,0.29,0.37
51068,4707,8729,15.33,0.21,0.26
51076,4744,8805,31.79,0.35,1.74
51087,4701,8930,30.58,0.33,0.88
51133,4644,8300,56.22,1.29,20.42
51156,4649,8545,26.59,0.3,0.65
51232,4511,8233,70.56,0.58,2.0
51238,4454,8204,53.73,1.29,8.9
51241,4556,8336,39.81,0.76,2.84
51243,4537,8451,44.4,0.37,1.02
51334,4434,8249,77.13,0.43,1.7
51367,4410,8651,68.45,0.88,6.68
51469,4327,8711,21.1,2.56,17.69
51470,4353,8807,6.21,5.8,188.03
51477,4321,8819,46.63,1.61,15.63
51526,4214,8813,48.44,0.4,0.81
51542,4302,8409,22.45,2.14,41.08
51567,4203,8636,56.19,1.26,16.77
51573,4257,8914,3.24,0.15,0.28
51628,4107,8023,55.13,0.4,1.79
51639,4115,8246,54.64,1.22,16.21
51656,4144,8549,106.77,0.75,4.89
51704,3944,7613,55.31,0.71,5.33
51705,3943,7515,34.9,0.49,2.0
51709,3929,7545,0.17,0.05,0.05
51720,4030,7903,1.68,0.05,0.04
51730,4033,8116,13.38,0.17,0.18
51747,3900,8340,0.0,0.0,0.0
51765,4038,8742,7.09,0.27,0.65
51810,3855,7738,53.68,0.4,1.59
51811,3826,7716,89.52,0.5,2.58
51818,3737,7817,15.45,0.27,1.66
51828,3708,7956,90.23,0.68,7.67
51839,3704,8234,6.31,0.45,1.51
51855,3809,8533,0.32,0.2,0.52
51931,3651,8139,13.5,0.48,1.5
52101,4336,9303,35.29,1.45,23.49
52112,4345,9459,166.67,0.6,4.48
52118,4316,9442,58.1,0.67,4.17
52203,4249,9331,129.51,0.38,1.41
52313,4132,9440,80.6,0.44,1.48
52323,4148,9702,67.15,0.64,5.46
52533,3946,9829,47.59,1.5,13.84
52546,3922,9950,49.9,1.37,11.37
52602,3845,9320,11.58,0.26,0.9
52652,3905,10017,42.98,0.8,4.39
52674,3813,10156,19.84,0.25,0.84
52679,3753,10252,29.69,0.42,1.14
52681,3838,10305,11.66,0.25,1.54
52707,3648,9341,137.77,0.77,6.29
52787,3712,10252,22.35,0.94,3.04
52797,3711,10403,27.16,0.46,2.19
52818,3625,9454,62.22,0.58,2.3
52825,3626,9626,88.86,0.49,3.3
52836,3618,9806,41.12,1.58,8.3
52856,3616,10037,23.89,1.62,13.4
52866,3640,10144,22.33,1.1,8.08
52868,3601,10122,20.54,0.74,3.39
52876,3620,10250,22.33,1.04,8.76
52884,3621,10357,26.3,0.72,4.71
52895,3634,10441,27.08,0.88,6.91
52908,3513,9305,20.01,2.61,21.61
52943,3535,9960,22.2,1.94,13.37
52955,3535,10044,20.07,1.11,8.35
52974,3533,10202,21.22,1.29,9.41
52983,3552,10409,20.08,1.13,9.53
52984,3535,10311,16.85,1.74,13.95
52986,3522,10352,17.82,1.46,9.53
52996,3523,10500,16.79,2.43,28.67
53068,4338,11156,29.09,0.55,3.47
53083,4437,11409,25.18,1.83,38.02
53149,4232,11008,32.77,1.09,5.89
53192,4401,11500,11.99,0.19,0.59
53231,4124,10624,0.0,0.0,0.0
53336,4134,10831,27.68,1.01,19.27
53352,4142,11026,23.09,0.99,6.8
53362,4133,11139,17.75,0.75,4.2
53391,4154,11400,19.98,0.61,2.33
53399,4109,11442,19.83,0.55,3.07
53446,4032,10953,18.53,0.94,10.84
53463,4051,11134,17.52,0.86,5.73
53478,4000,11228,12.73,0.33,1.32
53480,4102,11304,15.98,0.36,1.59
53487,4005,11325,10.46,0.35,1.59
53490,4026,11404,19.16,0.95,16.48
53513,4044,10722,23.81,0.48,1.98
53519,3912,10646,25.41,0.45,3.31
53529,3905,10758,16.75,0.8,7.16
53543,3949,11001,15.65,0.83,5.29
53564,3922,11113,11.41,0.39,2.37
53578,3922,11226,11.66,0.35,1.08
53588,3856,11331,11.92,1.82,14.92
53593,3950,11434,20.34,0.9,9.46
53594,3927,11413,11.25,0.31,1.44
53612,3759,10611,21.4,0.57,5.41
53614,3828,10612,22.05,2.48,64.9
53615,3848,10642,16.26,0.48,1.94
53646,3816,10947,14.19,0.6,4.54
53651,3849,11028,6.52,0.08,0.09
53663,3856,11149,13.6,0.43,0.95
53664,3828,11108,13.17,1.43,18.19
53673,3844,11243,15.14,0.41,1.59
53687,3747,11338,15.46,0.65,3.05
53704,3732,10511,23.65,0.62,5.63
53705,3729,10541,16.06,0.41,1.0
53723,3748,10715,22.27,0.9,9.19
53725,3735,10735,21.08,1.49,48.36
53735,3737,10848,9.79,0.3,0.47
53738,3655,10810,20.63,0.92,7.29
53740,3756,10914,16.96,0.76,6.15
53754,3730,11013,17.26,1.62,22.41
53764,3730,11107,9.08,0.64,4.9
53772,3737,11235,16.85,0.82,9.75
53775,3725,11236,11.72,0.4,0.75
53787,3704,11259,17.14,0.88,5.1
53798,3711,11422,14.53,1.85,28.24
53806,3634,10539,17.8,2.04,38.78
53810,3658,10554,22.23,1.08,12.66
53817,3602,10614,15.19,0.65,2.67
53821,3634,10718,17.56,0.99,7.33
53853,3642,11057,16.55,0.9,4.81
53854,3635,11004,17.89,1.46,13.22
53859,3605,11040,17.74,1.21,21.16
53863,3704,11157,16.01,0.87,8.11
53868,3604,11130,13.16,0.63,2.64
53877,3608,11215,14.49,2.8,97.04
53882,3604,11302,17.49,1.55,20.5
53884,3630,11302,18.3,0.91,6.02
53898,3603,11408,13.65,2.25,81.44
53903,3558,10543,18.69,1.67,14.07
53910,3540,10612,15.64,2.09,29.98
53915,3532,10640,17.86,1.24,10.48
53923,3544,10738,15.58,0.62,1.66
53929,3512,10748,14.16,2.83,61.71
53942,3547,10922,14.57,2.61,32.78
53948,3453,10938,15.64,1.2,21.81
53959,3507,11104,16.94,0.98,11.35
53963,3539,11122,16.01,0.81,8.44
53968,3517,11140,15.68,0.88,10.17
53975,3529,11225,16.51,1.4,16.83
53986,3519,11355,15.97,1.5,20.6
54012,4434,11738,20.97,0.73,3.33
54026,4434,12054,14.14,0.39,2.38
54027,4357,11919,18.4,0.61,4.09
54041,4448,12304,7.43,0.13,0.28
54049,4415,12358,17.52,1.57,41.07
54063,4458,12600,13.74,0.28,0.43
54064,4423,12509,17.77,1.35,28.19
54094,4430,12940,13.98,2.65,104.92
54096,4424,13111,16.59,1.45,12.84
54102,4357,11607,9.86,0.19,0.41
54115,4338,11802,14.34,0.35,1.67
54134,4336,12117,22.43,1.22,18.75
54135,4336,12216,18.1,2.14,130.5
54142,4331,12327,16.71,1.58,36.28
54157,4307,12423,13.09,1.11,21.86
54161,4354,12513,13.53,0.79,2.28
54165,4333,12538,13.21,1.5,14.31
54171,4342,12631,13.43,1.35,23.06
54181,4342,12720,13.12,2.19,46.0
54186,4322,12812,14.65,1.49,16.45
54195,4318,12947,15.54,0.77,6.61
54208,4212,11628,20.06,1.07,9.98
54213,4256,11901,20.53,0.82,16.2
54218,4218,11850,20.16,0.8,5.05
54226,4220,12042,19.96,0.54,3.05
54236,4223,12233,14.97,0.75,3.86
54243,4247,12406,6.47,0.26,1.35
54254,4232,12403,7.78,0.41,3.47
54259,4204,12452,10.72,1.97,16.56
54260,4255,12505,11.51,0.83,5.51
54263,4258,12605,13.13,0.93,7.27
54266,4232,12538,13.44,1.17,6.04
54273,4259,12645,12.61,1.97,21.36
54276,4224,12648,12.15,2.22,26.27
54284,4209,12730,10.69,3.33,47.09
