Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,14.74,3.09,39.96
50246,5221,12443,14.69,3.32,38.39
50247,5202,12334,16.08,3.01,45.76
50349,5140,12424,12.4,3.62,40.84
50353,5144,12638,22.53,1.81,22.25
50425,5015,12011,28.55,1.25,6.81
50434,5029,12141,15.58,2.96,30.41
50442,5024,12407,6.08,6.03,85.12
50468,5015,12728,4.95,6.4,262.1
50514,4935,11719,24.78,1.94,21.4
50527,4915,11942,19.49,2.42,20.73
50548,4912,12343,4.32,6.98,312.1
50557,4909,12514,10.16,4.4,61.45
50564,4925,12720,3.32,7.67,160.79
50603,4841,11649,36.88,1.27,5.76
50618,4813,11816,33.18,1.2,8.93
50639,4800,12244,10.65,4.14,35.82
50656,4816,12630,8.99,4.69,64.65
50658,4805,12547,4.55,6.6,224.79
50727,4710,11956,13.64,3.29,34.59
50739,4718,12315,6.88,5.5,111.61
50742,4748,12429,10.18,4.26,49.27
50745,4723,12355,14.58,3.3,35.17
50756,4727,12652,8.97,4.79,58.59
50758,4709,12554,2.88,8.22,138.52
50774,4742,12850,6.66,5.82,157.35
50788,4714,13160,8.11,4.95,74.75
50834,4636,12113,18.83,1.75,15.55
50844,4624,12327,15.88,3.02,28.98
50853,4637,12658,10.81,4.19,39.82
50854,4623,12519,13.67,3.45,72.29
50862,4659,12759,9.24,4.71,61.2
50873,4647,13018,18.48,2.32,14.03
50877,4618,12935,14.26,3.48,36.2
50888,4623,13210,19.47,2.29,16.12
50915,4531,11658,32.59,1.44,33.79
50936,4538,12250,21.13,1.48,25.62
50945,4530,12414,7.57,5.03,149.96
50948,4500,12401,21.7,1.61,21.06
50949,4505,12452,16.11,3.01,64.45
50950,4542,12515,13.14,3.58,79.17
50953,4556,12634,6.0,6.21,122.57
50963,4558,12844,11.53,4.2,60.65
50968,4513,12758,13.63,3.54,37.38
50973,4545,13036,19.5,1.92,29.25
50978,4518,13055,20.47,1.47,9.48
50983,4546,13253,22.01,1.22,11.04
51053,4803,8624,35.62,0.34,2.17
51060,4742,8652,8.06,0.19,0.87
51068,4707,8729,0.23,0.02,0.0
51076,4744,8805,4.7,0.06,0.02
51087,4701,8930,20.92,0.27,0.84
51133,4644,8300,41.03,0.58,2.16
51156,4649,8545,55.11,0.74,2.82
51232,4511,8233,60.68,0.51,2.35
51238,4454,8204,36.74,0.4,0.76
51241,4556,8336,28.63,0.53,1.77
51243,4537,8451,46.33,0.35,0.73
51334,4434,8249,67.98,0.3,0.52
51367,4410,8651,5.67,0.17,0.58
51469,4327,8711,21.23,1.02,4.2
51470,4353,8807,15.92,1.12,6.69
51477,4321,8819,0.0,0.01,0.01
51526,4214,8813,48.6,0.46,1.92
51542,4302,8409,16.96,2.64,18.37
51567,4203,8636,14.36,0.16,0.53
51573,4257,8914,0.09,0.1,0.15
51628,4107,8023,56.94,1.11,6.76
51639,4115,8246,39.68,0.3,1.59
51656,4144,8549,90.25,0.76,6.3
51704,3944,7613,36.27,0.38,1.31
51705,3943,7515,38.9,1.51,4.17
51709,3929,7545,14.14,0.2,0.25
51720,4030,7903,55.57,1.07,18.15
51730,4033,8116,78.49,1.04,19.19
51747,3900,8340,28.04,0.6,1.61
51765,4038,8742,0.66,0.19,1.05
51810,3855,7738,4.79,0.22,0.49
51811,3826,7716,89.53,0.65,2.29
51818,3737,7817,2.95,0.19,0.53
51828,3708,7956,0.24,0.1,0.19
51839,3704,8234,14.16,0.3,0.72
51855,3809,8533,3.93,0.26,0.62
51931,3651,8139,3.54,0.23,1.05
52101,4336,9303,36.47,1.44,31.84
52112,4345,9459,23.55,0.37,1.44
52118,4316,9442,59.15,0.91,9.65
52203,4249,9331,119.48,0.64,11.02
52313,4132,9440,38.18,0.35,2.81
52323,4148,9702,60.24,0.58,6.13
52533,3946,9829,61.11,0.62,3.58
52546,3922,9950,2.44,0.16,0.24
52602,3845,9320,0.0,0.07,0.06
52652,3905,10017,17.35,0.33,1.38
52674,3813,10156,38.54,0.78,3.81
52679,3753,10252,7.14,0.12,0.11
52681,3838,10305,32.68,0.4,2.61
52707,3648,9341,54.61,1.18,20.67
52787,3712,10252,27.01,1.21,5.34
52797,3711,10403,15.98,0.22,1.1
52818,3625,9454,47.99,0.38,1.28
52825,3626,9626,69.48,0.56,3.33
52836,3618,9806,20.03,2.94,50.51
52856,3616,10037,25.16,1.82,13.67
52866,3640,10144,24.5,1.86,38.07
52868,3601,10122,35.67,0.74,2.55
52876,3620,10250,30.13,0.4,1.03
52884,3621,10357,33.14,0.38,0.8
52895,3634,10441,7.32,0.12,0.17
52908,3513,9305,18.24,2.85,12.05
52943,3535,9960,13.63,3.33,40.61
52955,3535,10044,6.69,5.1,78.37
52974,3533,10202,27.71,1.39,11.44
52983,3552,10409,29.33,1.02,5.33
52984,3535,10311,27.02,1.31,7.68
52986,3522,10352,20.2,2.29,24.13
52996,3523,10500,11.65,3.85,41.98
53068,4338,11156,39.4,0.46,4.0
53083,4437,11409,38.19,0.91,6.02
53149,4232,11008,14.89,0.3,1.37
53192,4401,11500,33.66,0.9,7.21
53231,4124,10624,0.0,0.14,0.25
53336,4134,10831,36.25,0.65,11.87
53352,4142,11026,31.23,0.58,3.16
53362,4133,11139,25.46,0.38,1.77
53391,4154,11400,30.29,0.96,7.27
53399,4109,11442,24.88,1.38,19.52
53446,4032,10953,3.38,0.1,0.12
53463,4051,11134,4.28,0.09,0.16
53478,4000,11228,25.1,1.78,19.53
53480,4102,11304,29.65,0.89,10.85
53487,4005,11325,28.72,0.76,3.58
53490,4026,11404,26.25,1.34,18.56
53513,4044,10722,32.21,0.43,3.53
53519,3912,10646,13.41,0.27,0.7
53529,3905,10758,19.43,2.69,73.86
53543,3949,11001,26.02,0.52,2.0
53564,3922,11113,18.13,0.26,0.44
53578,3922,11226,25.58,1.29,13.12
53588,3856,11331,15.62,2.88,101.22
53593,3950,11434,26.45,0.54,1.19
53594,3927,11413,25.21,0.82,5.46
53612,3759,10611,2.29,0.12,0.31
53614,3828,10612,2.54,0.08,0.08
53615,3848,10642,16.43,0.37,2.74
53646,3816,10947,28.41,0.75,5.59
53651,3849,11028,22.12,0.46,2.36
53663,3856,11149,25.2,0.94,5.71
53664,3828,11108,26.54,1.07,6.3
53673,3844,11243,23.69,2.05,56.21
53687,3747,11338,27.96,1.33,17.16
53704,3732,10511,0.01,0.01,0.0
53705,3729,10541,5.51,0.13,0.36
53723,3748,10715,29.84,2.11,45.43
53725,3735,10735,17.95,3.26,92.28
53735,3737,10848,28.36,1.77,35.13
53738,3655,10810,26.23,1.85,21.77
53740,3756,10914,15.34,0.45,2.2
53754,3730,11013,28.62,1.59,16.73
53764,3730,11107,24.68,1.51,13.4
53772,3737,11235,29.52,1.0,4.52
53775,3725,11236,25.6,1.81,45.12
53787,3704,11259,22.59,1.78,25.38
53798,3711,11422,27.75,1.48,24.33
53806,3634,10539,28.69,1.73,30.41
53810,3658,10554,6.11,0.29,1.86
53817,3602,10614,14.2,3.6,72.48
53821,3634,10718,21.05,2.78,69.4
53853,3642,11057,22.18,2.23,32.53
53854,3635,11004,17.59,3.15,49.65
53859,3605,11040,23.85,1.41,12.64
53863,3704,11157,28.87,1.02,9.14
53868,3604,11130,27.52,1.44,21.51
53877,3608,11215,21.99,2.1,43.75
53882,3604,11302,22.08,2.24,45.16
53884,3630,11302,17.37,2.83,74.89
53898,3603,11408,19.5,0.69,5.91
53903,3558,10543,16.87,2.93,42.48
53910,3540,10612,11.37,4.35,88.06
53915,3532,10640,8.75,4.9,178.29
53923,3544,10738,8.72,4.83,208.18
53929,3512,10748,22.76,1.94,39.8
53942,3547,10922,18.04,2.79,59.29
53948,3453,10938,23.8,2.05,49.0
53959,3507,11104,21.69,2.45,50.62
53963,3539,11122,26.61,1.44,10.12
53968,3517,11140,17.25,3.29,112.35
53975,3529,11225,18.8,2.83,54.85
53986,3519,11355,18.88,2.62,48.47
54012,4434,11738,29.94,0.74,2.76
54026,4434,12054,24.38,0.84,3.23
54027,4357,11919,18.7,2.39,29.48
54041,4448,12304,21.49,1.87,14.91
54049,4415,12358,13.74,3.5,75.9
54063,4458,12600,18.91,1.78,12.89
54064,4423,12509,20.83,0.87,1.85
54094,4430,12940,7.94,5.06,88.52
54096,4424,13111,16.34,2.42,33.0
54102,4357,11607,23.99,0.67,2.0
54115,4338,11802,24.71,0.48,1.62
54134,4336,12117,25.67,1.42,17.85
54135,4336,12216,20.18,2.21,30.01
54142,4331,12327,19.71,2.14,24.89
54157,4307,12423,8.86,5.18,99.28
54161,4354,12513,17.5,2.05,18.71
54165,4333,12538,10.51,4.19,61.57
54171,4342,12631,10.15,5.15,101.22
54181,4342,12720,3.83,8.04,198.32
54186,4322,12812,13.04,3.37,45.17
54195,4318,12947,17.98,2.48,13.77
54208,4212,11628,17.84,2.74,38.26
54213,4256,11901,25.55,1.4,12.12
54218,4218,11850,16.71,2.8,28.09
54226,4220,12042,18.51,2.11,28.78
54236,4223,12233,14.21,3.1,47.5
54243,4247,12406,17.36,1.76,14.83
54254,4232,12403,13.6,3.29,41.21
54259,4204,12452,15.69,1.9,13.93
54260,4255,12505,12.81,3.71,31.93
54263,4258,12605,5.32,6.9,164.09
54266,4232,12538,6.16,6.39,82.85
54273,4259,12645,7.72,5.6,87.04
54276,4224,12648,8.9,4.89,47.32
54284,4209,12730,9.24,4.88,62.39
54285,4224,12807,12.87,3.18,38.69
54286,4232,12900,17.9,2.06,17.89
54292,4252,12930,14.12,3.39,69.48
54308,4112,11638,15.24,2.98,70.91
54311,4158,11746,11.45,3.81,87.38
54324,4133,12026,18.12,1.15,7.33
54326,4125,11937,13.65,3.44,77.81
54333,4158,12251,19.86,1.14,10.68
54339,4105,12260,16.38,0.76,8.65
54342,4144,12331,15.76,2.7,26.21
54346,4118,12347,15.67,2.4,28.22
54351,4155,12404,13.51,2.92,26.89
54353,4143,12502,9.4,4.91,100.38
54363,4141,12554,10.47,4.14,77.92
54374,4148,12653,9.48,4.69,60.86
54377,4109,12613,15.72,1.97,17.94
54386,4125,12811,9.73,4.23,55.14
54401,4046,11455,24.06,0.96,4.72
54405,4025,11530,27.29,0.84,6.57
54406,4027,11558,21.23,0.65,2.6
54416,4023,11652,20.31,0.72,3.16
54423,4058,11755,17.57,2.19,35.6
54429,4012,11757,16.02,2.11,48.62
54436,4025,11857,12.35,3.59,71.01
54449,3951,11931,17.51,2.16,42.22
54452,4048,11948,13.05,3.56,74.4
54454,4020,12018,17.77,1.88,23.74
54455,4037,12039,17.84,2.35,47.29
54470,4101,12203,20.03,1.17,5.28
54471,4040,12210,22.01,1.55,13.64
54476,4011,12209,20.35,1.38,17.87
54486,4020,12317,13.75,2.99,69.42
54493,4043,12447,11.8,3.32,69.95
54497,4002,12420,14.14,2.6,74.06
54511,3948,11628,23.31,1.18,7.3
54518,3910,11624,17.47,0.45,3.25
54525,3944,11717,16.05,0.8,5.74
54527,3905,11703,19.3,2.24,33.03
54534,3939,11806,17.51,1.65,15.54
54539,3926,11853,16.41,2.93,52.61
54563,3938,12201,10.34,0.5,1.61
54579,3916,12235,25.84,0.76,5.72
54584,3943,12257,13.52,2.9,180.61
54602,3844,11529,23.06,0.88,7.69
54606,3813,11545,23.66,1.12,13.37
54618,3805,11633,21.18,2.15,42.45
54623,3903,11743,20.58,1.95,24.78
54624,3824,11719,17.59,2.61,59.42
54662,3854,12138,20.08,1.68,32.02
54705,3722,11523,22.08,2.38,60.08
54715,3719,11631,21.92,1.84,46.23
54725,3730,11732,18.21,2.71,39.71
54727,3639,11731,8.55,5.65,232.87
54744,3735,11833,10.47,5.08,276.51
54751,3756,12044,19.01,2.63,86.85
54753,3738,12020,16.12,3.26,119.08
54764,3729,12114,19.15,3.21,112.4
54776,3724,12242,16.06,2.71,107.03
54808,3613,11538,21.13,2.34,97.66
54823,3636,11700,6.8,6.57,328.5
54826,3615,11706,8.85,5.28,256.5
54836,3611,11810,4.72,7.79,734.6
54842,3647,12000,11.96,4.15,135.99
54843,3645,11912,9.3,5.28,193.52
54857,3604,12020,10.62,3.89,158.52
54863,3647,12111,8.01,4.67,101.2
54909,3505,11531,17.04,3.09,76.69
54916,3534,11651,15.68,2.78,85.93
54929,3516,11758,9.56,4.93,233.37
54936,3534,11850,12.01,3.93,165.25
54945,3528,11933,12.37,3.38,106.23
55228,3230,8005,0.04,0.1,0.31
55248,3209,8425,46.19,0.87,16.68
55299,3129,9204,14.57,3.07,23.18
55437,3017,8115,19.34,0.23,0.53
