Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,14.43,2.6,35.27
50246,5221,12443,13.31,3.15,35.05
50247,5202,12334,9.52,4.52,63.21
50349,5140,12424,11.67,3.74,86.05
50353,5144,12638,15.35,1.32,9.09
50425,5015,12011,19.12,1.1,12.77
50434,5029,12141,14.91,2.22,38.92
50442,5024,12407,13.27,2.32,21.29
50468,5015,12728,11.45,0.29,0.73
50514,4935,11719,10.64,3.87,82.73
50527,4915,11942,19.12,1.28,10.9
50548,4912,12343,13.46,1.98,18.94
50557,4909,12514,15.68,1.2,9.79
50564,4925,12720,14.05,1.52,35.35
50603,4841,11649,23.84,1.51,13.87
50618,4813,11816,22.54,1.07,15.97
50639,4800,12244,10.98,3.06,65.81
50656,4816,12630,12.0,2.85,37.6
50658,4805,12547,12.18,2.39,30.36
50727,4710,11956,18.32,0.36,1.46
50739,4718,12315,11.48,2.96,76.89
50742,4748,12429,14.46,1.46,20.99
50745,4723,12355,9.9,4.33,146.26
50756,4727,12652,12.79,2.45,40.58
50758,4709,12554,12.46,1.11,9.06
50774,4742,12850,10.81,3.15,59.75
50788,4714,13160,16.34,1.84,30.47
50834,4636,12113,10.9,3.31,106.47
50844,4624,12327,13.6,1.82,53.78
50853,4637,12658,12.21,1.11,11.4
50854,4623,12519,12.68,2.73,68.99
50862,4659,12759,11.15,2.84,48.8
50873,4647,13018,16.76,0.96,5.07
50877,4618,12935,15.05,1.53,7.81
50888,4623,13210,15.7,2.2,50.99
50915,4531,11658,23.98,1.08,10.71
50936,4538,12250,13.12,2.89,102.71
50945,4530,12414,14.21,1.87,21.13
50948,4500,12401,13.16,2.57,37.21
50949,4505,12452,14.43,2.04,46.68
50950,4542,12515,13.2,2.34,33.34
50953,4556,12634,13.12,2.22,28.77
50963,4558,12844,13.18,1.54,16.83
50968,4513,12758,12.31,1.82,30.55
50973,4545,13036,16.21,1.5,10.81
50978,4518,13055,13.94,2.73,96.19
50983,4546,13253,14.24,2.9,95.91
51053,4803,8624,50.51,1.21,15.42
51060,4742,8652,60.36,0.77,8.52
51068,4707,8729,61.52,0.96,10.95
51076,4744,8805,34.8,1.71,33.48
51087,4701,8930,41.78,1.46,32.88
51133,4644,8300,47.32,1.07,6.56
51156,4649,8545,3.2,4.61,130.89
51232,4511,8233,49.14,0.37,0.8
51238,4454,8204,37.99,1.62,8.25
51241,4556,8336,14.03,3.11,36.24
51243,4537,8451,49.89,1.12,9.82
51334,4434,8249,79.47,0.84,2.97
51367,4410,8651,46.6,1.48,16.85
51469,4327,8711,10.16,4.59,64.68
51470,4353,8807,4.98,7.2,380.77
51477,4321,8819,42.02,1.55,14.53
51526,4214,8813,9.94,0.24,0.29
51542,4302,8409,13.1,3.19,37.92
51567,4203,8636,71.13,0.82,3.2
51573,4257,8914,0.15,0.11,0.08
51628,4107,8023,46.76,0.22,0.71
51639,4115,8246,47.54,0.29,0.89
51656,4144,8549,83.45,0.77,3.76
51704,3944,7613,1.12,0.07,0.05
51705,3943,7515,40.78,0.65,1.45
51709,3929,7545,0.04,0.04,0.03
51720,4030,7903,36.06,0.28,0.73
51730,4033,8116,0.25,0.03,0.03
51747,3900,8340,0.0,0.04,0.02
51765,4038,8742,69.04,1.2,17.75
51810,3855,7738,21.49,0.24,0.7
51811,3826,7716,36.95,0.28,1.51
51818,3737,7817,1.2,0.11,0.34
51828,3708,7956,0.04,0.07,0.05
51839,3704,8234,98.35,0.82,8.68
51855,3809,8533,76.61,1.1,30.09
51931,3651,8139,17.15,0.27,1.19
52101,4336,9303,7.51,4.2,115.83
52112,4345,9459,8.91,0.16,0.29
52118,4316,9442,6.26,3.27,102.33
52203,4249,9331,72.65,0.96,15.17
52313,4132,9440,79.31,0.66,2.74
52323,4148,9702,59.49,1.08,7.4
52533,3946,9829,50.92,1.32,8.01
52546,3922,9950,42.46,1.49,15.81
52602,3845,9320,0.0,0.04,0.02
52652,3905,10017,33.89,1.68,28.95
52674,3813,10156,10.79,3.55,63.29
52679,3753,10252,38.68,1.48,11.89
52681,3838,10305,46.82,1.36,11.56
52707,3648,9341,21.25,0.24,0.64
52787,3712,10252,14.58,3.12,23.68
52797,3711,10403,31.87,1.61,23.03
52818,3625,9454,19.18,0.2,0.3
52825,3626,9626,8.35,0.14,0.16
52836,3618,9806,29.18,1.78,12.26
52856,3616,10037,21.62,2.0,10.54
52866,3640,10144,18.51,2.38,14.67
52868,3601,10122,27.33,1.86,14.26
52876,3620,10250,25.02,1.55,10.21
52884,3621,10357,28.69,1.43,10.12
52895,3634,10441,31.05,0.83,4.58
52908,3513,9305,23.38,1.95,12.39
52943,3535,9960,20.95,1.76,5.78
52955,3535,10044,17.43,2.34,34.32
52974,3533,10202,17.66,2.6,20.02
52983,3552,10409,21.87,1.7,12.42
52984,3535,10311,15.39,2.81,31.17
52986,3522,10352,14.9,2.79,31.69
52996,3523,10500,13.49,3.33,44.33
53068,4338,11156,31.42,1.8,31.47
53083,4437,11409,27.77,0.88,4.08
53149,4232,11008,31.42,1.51,24.77
53192,4401,11500,18.18,2.65,71.92
53231,4124,10624,0.0,0.0,0.0
53336,4134,10831,26.35,1.69,18.36
53352,4142,11026,23.29,1.7,19.44
53362,4133,11139,15.05,3.29,53.63
53391,4154,11400,21.56,1.19,10.17
53399,4109,11442,16.54,2.54,46.65
53446,4032,10953,22.57,1.07,6.69
53463,4051,11134,17.05,1.84,29.23
53478,4000,11228,17.45,1.16,10.31
53480,4102,11304,18.49,1.4,7.14
53487,4005,11325,18.16,1.81,15.24
53490,4026,11404,18.6,0.87,3.58
53513,4044,10722,32.12,0.68,5.09
53519,3912,10646,11.43,0.15,0.22
53529,3905,10758,24.77,1.06,13.6
53543,3949,11001,17.95,1.95,21.57
53564,3922,11113,11.43,4.07,132.49
53578,3922,11226,16.33,2.18,22.47
53588,3856,11331,9.6,3.64,91.99
53593,3950,11434,15.98,2.3,48.26
53594,3927,11413,18.11,1.49,17.99
53612,3759,10611,4.01,0.06,0.07
53614,3828,10612,5.26,0.06,0.06
53615,3848,10642,22.01,0.42,2.57
53646,3816,10947,16.54,2.33,46.73
53651,3849,11028,15.42,2.23,22.49
53663,3856,11149,11.59,3.75,69.72
53664,3828,11108,15.03,2.19,36.24
53673,3844,11243,15.71,2.32,17.73
53687,3747,11338,14.1,2.58,22.84
53704,3732,10511,10.71,0.24,0.45
53705,3729,10541,12.16,0.2,0.28
53723,3748,10715,14.99,0.39,1.01
53725,3735,10735,12.32,0.39,0.73
53735,3737,10848,23.46,1.19,9.48
53738,3655,10810,10.98,3.74,84.81
53740,3756,10914,20.42,0.97,6.14
53754,3730,11013,15.17,2.52,39.38
53764,3730,11107,13.36,3.09,50.46
53772,3737,11235,13.06,3.12,78.56
53775,3725,11236,10.45,4.64,136.42
53787,3704,11259,7.84,5.34,186.38
53798,3711,11422,5.81,6.51,442.98
53806,3634,10539,19.27,2.36,29.63
53810,3658,10554,26.36,1.14,25.65
53817,3602,10614,18.58,1.95,19.19
53821,3634,10718,19.57,0.8,3.5
53853,3642,11057,13.0,3.05,30.3
53854,3635,11004,9.4,4.6,74.31
53859,3605,11040,10.67,4.15,75.34
53863,3704,11157,8.04,5.15,150.67
53868,3604,11130,10.37,4.3,91.34
53877,3608,11215,5.28,7.39,446.25
53882,3604,11302,14.82,2.25,37.63
53884,3630,11302,8.57,5.0,138.1
53898,3603,11408,10.65,2.68,45.52
53903,3558,10543,21.35,1.35,5.9
53910,3540,10612,12.39,3.61,15.14
53915,3532,10640,16.56,2.02,11.31
53923,3544,10738,14.93,2.4,45.73
53929,3512,10748,9.91,4.42,99.06
53942,3547,10922,8.03,4.99,99.46
53948,3453,10938,9.94,4.95,62.53
53959,3507,11104,3.61,9.01,550.14
53963,3539,11122,6.15,6.76,402.82
53968,3517,11140,1.1,15.25,2203.59
53975,3529,11225,5.72,6.88,412.83
53986,3519,11355,7.81,4.97,178.37
54012,4434,11738,18.15,0.4,1.33
54026,4434,12054,15.05,1.04,13.76
54027,4357,11919,12.09,3.33,104.19
54041,4448,12304,14.8,1.52,19.21
54049,4415,12358,9.58,4.42,280.29
54063,4458,12600,13.73,1.96,23.39
54064,4423,12509,11.3,3.35,45.49
54094,4430,12940,8.73,4.98,193.66
54096,4424,13111,14.49,2.4,31.83
54102,4357,11607,22.84,1.08,4.14
54115,4338,11802,15.06,2.34,27.53
54134,4336,12117,14.04,3.32,57.19
54135,4336,12216,16.64,1.67,17.4
54142,4331,12327,7.59,5.61,151.75
54157,4307,12423,10.46,3.45,44.57
54161,4354,12513,4.44,8.74,381.6
54165,4333,12538,7.9,5.05,86.88
54171,4342,12631,6.65,7.33,232.11
54181,4342,12720,5.03,7.52,358.61
54186,4322,12812,8.64,4.96,118.63
54195,4318,12947,17.1,1.53,19.94
54208,4212,11628,13.46,3.18,58.4
54213,4256,11901,9.21,4.44,141.59
54218,4218,11850,12.66,3.42,98.43
54226,4220,12042,10.64,3.96,69.18
54236,4223,12233,10.68,3.52,54.38
