Stanum,Lat,Lon,Rain
50136,5258,12231,0.42
50246,5221,12443,-1.82
50247,5202,12334,-1.46
50349,5140,12424,-1.74
50353,5144,12638,1.15
50425,5015,12011,0.91
50434,5029,12141,0.48
50442,5024,12407,-2.32
50468,5015,12728,0.5
50514,4935,11719,0.39
50527,4915,11942,0.93
50548,4912,12343,0.57
50557,4909,12514,0.31
50564,4925,12720,-0.66
50603,4841,11649,0.32
50618,4813,11816,-0.66
50639,4800,12244,0.24
50656,4816,12630,0.04
50658,4805,12547,0.32
50727,4710,11956,1.33
50739,4718,12315,-0.07
50742,4748,12429,-0.53
50745,4723,12355,-0.21
50756,4727,12652,-1.21
50758,4709,12554,-0.77
50774,4742,12850,-0.3
50788,4714,13160,-1.86
50834,4636,12113,0.89
50844,4624,12327,0.65
50853,4637,12658,-0.91
50854,4623,12519,0.44
50862,4659,12759,-0.78
50873,4647,13018,-1.32
50877,4618,12935,-1.03
50888,4623,13210,-1.06
50915,4531,11658,0.18
50936,4538,12250,0.66
50945,4530,12414,0.93
50948,4500,12401,0.31
50949,4505,12452,-0.07
50950,4542,12515,0.93
50953,4556,12634,0.11
50963,4558,12844,-0.74
50968,4513,12758,-0.94
50973,4545,13036,-1.85
50978,4518,13055,-2.38
50983,4546,13253,-0.5
51053,4803,8624,-0.14
51060,4742,8652,1.64
51068,4707,8729,0.33
51076,4744,8805,1.45
51087,4701,8930,1.24
51133,4644,8300,1.38
51156,4649,8545,1.18
51232,4511,8233,0.63
51238,4454,8204,-1.18
51241,4556,8336,-0.19
51243,4537,8451,1.06
51334,4434,8249,1.27
51367,4410,8651,1.28
51469,4327,8711,-1.43
51470,4353,8807,-0.1
51477,4321,8819,-0.9
51526,4214,8813,-0.8
51542,4302,8409,1.18
51567,4203,8636,-1.14
51573,4257,8914,-0.2
51628,4107,8023,-1.36
51639,4115,8246,-0.86
51656,4144,8549,-0.7
51704,3944,7613,-0.9
51705,3943,7515,-0.94
51709,3929,7545,-0.71
51720,4030,7903,-1.6
51730,4033,8116,-0.95
51747,3900,8340,-0.16
51765,4038,8742,-0.39
51810,3855,7738,-0.72
51811,3826,7716,-0.73
51818,3737,7817,-0.53
51828,3708,7956,-0.31
51839,3704,8234,-0.23
51855,3809,8533,-0.33
51931,3651,8139,-0.31
52101,4336,9303,-0.09
52112,4345,9459,-0.27
52118,4316,9442,-1.34
52203,4249,9331,-0.66
52313,4132,9440,-0.05
52323,4148,9702,-1.24
52533,3946,9829,-1.33
52546,3922,9950,-1.55
52602,3845,9320,-0.32
52652,3905,10017,-1.94
52674,3813,10156,0.91
52679,3753,10252,0.87
52681,3838,10305,0.39
52707,3648,9341,-0.53
52787,3712,10252,1.59
52797,3711,10403,0.29
52818,3625,9454,-0.55
52825,3626,9626,-0.74
52836,3618,9806,-1.15
52856,3616,10037,0.85
52866,3640,10144,1.28
52868,3601,10122,0.58
52876,3620,10250,1.05
52884,3621,10357,0.93
52895,3634,10441,0.52
52908,3513,9305,-1.15
52943,3535,9960,0.88
52955,3535,10044,0.55
52974,3533,10202,0.87
52983,3552,10409,0.18
52984,3535,10311,1.37
52986,3522,10352,1.26
52996,3523,10500,1.05
53068,4338,11156,0.86
53083,4437,11409,0.82
53149,4232,11008,-1.8
53192,4401,11500,0.3
53231,4124,10624,-0.13
53336,4134,10831,0.35
53352,4142,11026,0.1
53362,4133,11139,0.97
53391,4154,11400,0.03
53399,4109,11442,0.78
53446,4032,10953,-0.0
53463,4051,11134,1.12
53478,4000,11228,1.22
53480,4102,11304,0.97
53487,4005,11325,0.5
53490,4026,11404,0.98
53513,4044,10722,-1.86
53519,3912,10646,0.32
53529,3905,10758,-1.51
53543,3949,11001,0.96
53564,3922,11113,1.06
53578,3922,11226,0.92
53588,3856,11331,1.45
53593,3950,11434,1.06
53594,3927,11413,1.05
53612,3759,10611,-2.59
53614,3828,10612,-1.44
53615,3848,10642,-0.87
53646,3816,10947,1.02
53651,3849,11028,0.44
53663,3856,11149,1.2
53664,3828,11108,0.28
53673,3844,11243,1.05
53687,3747,11338,-1.54
53704,3732,10511,-0.45
53705,3729,10541,-0.18
53723,3748,10715,0.02
53725,3735,10735,-0.85
53735,3737,10848,-0.52
53738,3655,10810,1.46
53740,3756,10914,0.64
53754,3730,11013,0.82
53764,3730,11107,-0.19
53772,3737,11235,0.44
53775,3725,11236,0.14
53787,3704,11259,0.4
