Stanum,Lat,Lon,Rain
50136,5258,12231,0.53
50246,5221,12443,1.6
50247,5202,12334,1.43
50349,5140,12424,1.59
50353,5144,12638,1.23
50425,5015,12011,-0.9
50434,5029,12141,0.16
50442,5024,12407,1.04
50468,5015,12728,1.28
50514,4935,11719,1.12
50527,4915,11942,-0.89
50548,4912,12343,0.81
50557,4909,12514,0.87
50564,4925,12720,1.68
50603,4841,11649,1.05
50618,4813,11816,0.72
50639,4800,12244,-0.57
50656,4816,12630,0.05
50658,4805,12547,0.99
50727,4710,11956,-0.23
50739,4718,12315,-1.32
50742,4748,12429,-0.56
50745,4723,12355,-0.58
50756,4727,12652,0.02
50758,4709,12554,-0.41
50774,4742,12850,-1.56
50788,4714,13160,-0.18
50834,4636,12113,-0.98
50844,4624,12327,-2.3
50853,4637,12658,-1.38
50854,4623,12519,-1.46
50862,4659,12759,-0.97
50873,4647,13018,0.46
50877,4618,12935,-0.8
50888,4623,13210,-0.73
50915,4531,11658,0.87
50936,4538,12250,0.21
50945,4530,12414,-2.69
50948,4500,12401,-0.62
50949,4505,12452,-0.19
50950,4542,12515,-1.58
50953,4556,12634,-0.43
50963,4558,12844,-0.1
50968,4513,12758,-0.17
50973,4545,13036,-0.38
50978,4518,13055,0.36
50983,4546,13253,-0.5
51053,4803,8624,-1.23
51060,4742,8652,1.13
51068,4707,8729,-1.95
51076,4744,8805,-2.15
51087,4701,8930,-1.95
51133,4644,8300,0.08
51156,4649,8545,-0.19
51232,4511,8233,-0.6
51238,4454,8204,0.7
51241,4556,8336,0.96
51243,4537,8451,0.29
51334,4434,8249,0.11
51367,4410,8651,-1.16
51469,4327,8711,1.11
51470,4353,8807,0.86
51477,4321,8819,0.58
51526,4214,8813,0.89
51542,4302,8409,-0.12
51567,4203,8636,0.68
51573,4257,8914,-0.19
51628,4107,8023,0.6
51639,4115,8246,-0.64
51656,4144,8549,1.02
51704,3944,7613,1.77
51705,3943,7515,0.81
51709,3929,7545,1.27
51720,4030,7903,1.04
51730,4033,8116,1.26
51747,3900,8340,-0.1
51765,4038,8742,-0.53
51810,3855,7738,1.7
51811,3826,7716,1.64
51818,3737,7817,1.64
51828,3708,7956,2.04
51839,3704,8234,-0.6
51855,3809,8533,0.56
51931,3651,8139,-0.39
52101,4336,9303,0.27
52112,4345,9459,-0.45
52118,4316,9442,0.41
52203,4249,9331,1.22
52313,4132,9440,0.15
52323,4148,9702,-0.29
52533,3946,9829,-1.05
52546,3922,9950,-0.23
52602,3845,9320,-0.18
52652,3905,10017,0.74
52674,3813,10156,0.86
52679,3753,10252,-0.11
52681,3838,10305,0.34
52707,3648,9341,2.15
52787,3712,10252,-0.21
52797,3711,10403,0.66
52818,3625,9454,1.43
52825,3626,9626,0.98
52836,3618,9806,-0.97
52856,3616,10037,-0.2
52866,3640,10144,-1.04
52868,3601,10122,0.52
52876,3620,10250,0.63
52884,3621,10357,0.96
52895,3634,10441,0.6
52908,3513,9305,-2.33
52943,3535,9960,-0.09
52955,3535,10044,1.01
52974,3533,10202,-0.69
52983,3552,10409,-1.15
52984,3535,10311,-1.82
52986,3522,10352,-0.75
52996,3523,10500,-1.59
53068,4338,11156,-0.1
53083,4437,11409,0.62
53149,4232,11008,0.11
53192,4401,11500,0.49
53231,4124,10624,-0.19
53336,4134,10831,0.74
53352,4142,11026,1.08
53362,4133,11139,0.43
53391,4154,11400,1.17
53399,4109,11442,0.97
53446,4032,10953,-0.03
53463,4051,11134,1.03
53478,4000,11228,1.03
53480,4102,11304,0.98
53487,4005,11325,0.83
53490,4026,11404,-1.12
53513,4044,10722,0.1
53519,3912,10646,0.45
53529,3905,10758,0.42
53543,3949,11001,1.33
53564,3922,11113,0.82
53578,3922,11226,-0.1
53588,3856,11331,1.02
53593,3950,11434,1.46
53594,3927,11413,-0.22
53612,3759,10611,-1.52
53614,3828,10612,-0.28
53615,3848,10642,-1.26
53646,3816,10947,0.75
53651,3849,11028,0.66
53663,3856,11149,1.35
53664,3828,11108,1.16
53673,3844,11243,1.47
53687,3747,11338,0.81
53704,3732,10511,-2.18
53705,3729,10541,0.5
53723,3748,10715,0.88
53725,3735,10735,0.8
53735,3737,10848,0.74
53738,3655,10810,0.58
53740,3756,10914,1.01
53754,3730,11013,1.0
53764,3730,11107,0.9
53772,3737,11235,1.24
53775,3725,11236,1.05
53787,3704,11259,0.65
53798,3711,11422,0.92
53806,3634,10539,-0.34
53810,3658,10554,0.89
53817,3602,10614,0.28
53821,3634,10718,-1.21
53853,3642,11057,-0.13
53854,3635,11004,-0.15
53859,3605,11040,1.22
53863,3704,11157,-0.07
53868,3604,11130,0.97
53877,3608,11215,0.5
53882,3604,11302,0.13
53884,3630,11302,1.19
53898,3603,11408,0.59
53903,3558,10543,-0.02
53910,3540,10612,-0.04
53915,3532,10640,-1.14
53923,3544,10738,-1.02
53929,3512,10748,0.48
53942,3547,10922,0.29
53948,3453,10938,0.77
53959,3507,11104,-0.61
53963,3539,11122,0.66
53968,3517,11140,0.98
53975,3529,11225,0.34
53986,3519,11355,-0.23
54012,4434,11738,0.57
54026,4434,12054,0.12
54027,4357,11919,-0.63
54041,4448,12304,0.22
54049,4415,12358,0.63
54063,4458,12600,0.1
54064,4423,12509,-0.52
54094,4430,12940,0.44
54096,4424,13111,-0.67
54102,4357,11607,1.04
54115,4338,11802,0.89
54134,4336,12117,0.12
54135,4336,12216,0.11
54142,4331,12327,0.26
54157,4307,12423,-0.09
54161,4354,12513,-0.11
54165,4333,12538,0.63
54171,4342,12631,-0.65
54181,4342,12720,-0.16
54186,4322,12812,0.69
54195,4318,12947,0.46
54208,4212,11628,0.18
54213,4256,11901,0.74
54218,4218,11850,-1.12
54226,4220,12042,0.52
54236,4223,12233,-0.15
54243,4247,12406,0.15
54254,4232,12403,-0.02
54259,4204,12452,-0.16
54260,4255,12505,0.38
54263,4258,12605,-0.76
54266,4232,12538,0.04
54273,4259,12645,-0.6
54276,4224,12648,-1.31
54284,4209,12730,-0.92
54285,4224,12807,-1.1
54286,4232,12900,-0.71
54292,4252,12930,0.52
54308,4112,11638,1.17
54311,4158,11746,0.41
54324,4133,12026,0.89
54326,4125,11937,0.38
54333,4158,12251,-0.0
54339,4105,12260,-0.38
54342,4144,12331,-0.22
54346,4118,12347,-0.21
54351,4155,12404,0.05
54353,4143,12502,0.17
54363,4141,12554,0.35
54374,4148,12653,-0.7
54377,4109,12613,0.74
54386,4125,12811,-0.71
54401,4046,11455,0.93
54405,4025,11530,0.54
54406,4027,11558,0.62
54416,4023,11652,1.37
54423,4058,11755,0.78
54429,4012,11757,1.31
54436,4025,11857,1.81
54449,3951,11931,1.51
54452,4048,11948,1.32
54454,4020,12018,1.59
54455,4037,12039,1.15
54470,4101,12203,0.69
54471,4040,12210,0.41
54476,4011,12209,0.91
54486,4020,12317,0.55
54493,4043,12447,1.43
54497,4002,12420,0.39
54511,3948,11628,0.97
54518,3910,11624,0.31
54525,3944,11717,1.28
54527,3905,11703,0.17
54534,3939,11806,-0.08
54539,3926,11853,0.97
54563,3938,12201,0.82
54579,3916,12235,0.28
54584,3943,12257,1.49
54602,3844,11529,-0.63
54606,3813,11545,-1.36
54618,3805,11633,0.07
54623,3903,11743,0.59
54624,3824,11719,-0.23
54662,3854,12138,0.63
54705,3722,11523,0.31
54715,3719,11631,1.19
54725,3730,11732,0.13
54727,3639,11731,-0.8
54744,3735,11833,0.79
54751,3756,12044,0.31
54753,3738,12020,0.59
54764,3729,12114,1.32
54776,3724,12242,0.66
54808,3613,11538,-0.36
54823,3636,11700,-0.61
54826,3615,11706,-0.7
54836,3611,11810,-0.45
54842,3647,12000,-0.48
54843,3645,11912,0.74
54857,3604,12020,1.5
54863,3647,12111,0.4
54909,3505,11531,0.38
54916,3534,11651,1.21
54929,3516,11758,0.04
54936,3534,11850,1.24
54945,3528,11933,0.1
55228,3230,8005,-0.2
55248,3209,8425,0.67
55299,3129,9204,0.31
55437,3017,8115,1.17
55493,3029,9106,1.01
55569,2905,8736,0.27
55598,2916,9146,1.66
55655,2811,8558,-0.81
55664,2838,8705,0.09
55680,2855,8936,1.35
56004,3413,9226,-1.42
56018,3253,9517,0.2
56021,3408,9549,-2.21
56029,3300,9658,0.54
56033,3455,9813,-1.37
56034,3348,9708,-0.74
56038,3259,9806,-0.62
56043,3429,10014,-1.29
56046,3345,9939,-1.06
56065,3444,10136,0.39
56067,3326,10129,-1.6
56074,3400,10205,0.08
56079,3335,10258,0.54
56080,3459,10254,0.2
56093,3426,10401,0.09
56096,3324,10455,0.63
56116,3125,9536,0.53
56125,3212,9628,0.32
56137,3109,9710,-0.97
56144,3148,9835,-0.76
56146,3137,10000,-0.04
56151,3256,10045,-0.13
56152,3217,10020,-0.74
56167,3058,10107,0.82
56172,3154,10214,-0.47
56173,3248,10233,-1.34
56178,3060,10221,1.18
56182,3240,10336,0.92
56187,3045,10352,0.69
56188,3060,10340,-0.4
56223,3046,9548,1.18
56227,2952,9546,0.21
56247,3000,9906,0.49
56251,3056,10019,-0.5
56257,3000,10016,0.22
56312,2940,9420,1.55
56331,2940,9750,0.29
56357,2903,10018,-0.08
56374,3003,10158,1.68
56385,2931,10320,-1.14
56386,2934,10345,-0.53
56434,2840,9728,1.23
56444,2829,9854,-0.4
56459,2756,10117,-0.43
56462,2900,10130,0.27
56475,2839,10231,0.05
56479,2800,10251,-0.43
56485,2816,10335,-1.2
56492,2846,10436,-1.6
56533,2745,9840,0.44
56543,2751,9945,0.82
56548,2711,9917,-0.61
56565,2726,10129,-0.22
56571,2754,10216,0.54
56586,2721,10343,1.06
56643,2552,9851,1.18
56651,2651,10013,1.5
56664,2638,10116,-1.77
56666,2635,10143,-0.51
