Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,0.42,2.47,20.36
50246,5221,12443,-1.82,0.0,0.0
50247,5202,12334,-1.46,0.0,0.0
50349,5140,12424,-1.74,0.0,0.0
50353,5144,12638,1.15,1.62,41.05
50425,5015,12011,0.91,1.66,17.39
50434,5029,12141,0.48,2.55,34.95
50442,5024,12407,-2.32,0.0,0.0
50468,5015,12728,0.5,3.08,47.2
50514,4935,11719,0.39,2.25,24.53
50527,4915,11942,0.93,1.72,21.01
50548,4912,12343,0.57,2.81,43.78
50557,4909,12514,0.31,3.09,54.74
50564,4925,12720,-0.66,4.9,124.0
50603,4841,11649,0.32,2.28,37.0
50618,4813,11816,-0.66,2.99,50.31
50639,4800,12244,0.24,3.27,35.48
50656,4816,12630,0.04,3.66,48.14
50658,4805,12547,0.32,3.15,28.31
50727,4710,11956,1.33,0.74,2.65
50739,4718,12315,-0.07,3.46,30.59
50742,4748,12429,-0.53,4.07,106.83
50745,4723,12355,-0.21,3.43,45.19
50756,4727,12652,-1.21,6.62,208.36
50758,4709,12554,-0.77,4.98,120.94
50774,4742,12850,-0.3,5.23,98.1
50788,4714,13160,-1.86,7.47,198.33
50834,4636,12113,0.89,2.0,20.37
50844,4624,12327,0.65,1.95,31.64
50853,4637,12658,-0.91,5.55,116.47
50854,4623,12519,0.44,2.71,31.33
50862,4659,12759,-0.78,6.08,129.06
50873,4647,13018,-1.32,6.55,150.6
50877,4618,12935,-1.03,6.02,122.24
50888,4623,13210,-1.06,5.6,164.03
50915,4531,11658,0.18,0.69,3.52
50936,4538,12250,0.66,1.91,14.0
50945,4530,12414,0.93,1.62,10.46
50948,4500,12401,0.31,2.83,34.18
50949,4505,12452,-0.07,3.22,47.82
50950,4542,12515,0.93,1.88,25.56
50953,4556,12634,0.11,3.56,27.9
50963,4558,12844,-0.74,5.59,64.96
50968,4513,12758,-0.94,6.51,108.59
50973,4545,13036,-1.85,7.46,241.87
50978,4518,13055,-2.38,9.4,405.03
50983,4546,13253,-0.5,4.43,87.23
51053,4803,8624,-0.14,1.93,16.79
51060,4742,8652,1.64,1.15,4.71
51068,4707,8729,0.33,1.36,7.21
51076,4744,8805,1.45,0.8,3.48
51087,4701,8930,1.24,0.77,4.25
51133,4644,8300,1.38,0.86,3.73
51156,4649,8545,1.18,0.83,3.55
51232,4511,8233,0.63,0.48,1.45
51238,4454,8204,-1.18,0.26,0.52
51241,4556,8336,-0.19,2.07,19.29
51243,4537,8451,1.06,0.98,4.66
51334,4434,8249,1.27,0.55,4.17
51367,4410,8651,1.28,1.14,12.82
51469,4327,8711,-1.43,0.0,0.0
51470,4353,8807,-0.1,2.85,45.57
51477,4321,8819,-0.9,0.05,0.05
51526,4214,8813,-0.8,0.0,0.0
51542,4302,8409,1.18,1.03,9.78
51567,4203,8636,-1.14,0.01,0.0
51573,4257,8914,-0.2,0.02,0.01
51628,4107,8023,-1.36,0.06,0.07
51639,4115,8246,-0.86,0.01,0.0
51656,4144,8549,-0.7,0.13,0.43
51704,3944,7613,-0.9,0.0,0.0
51705,3943,7515,-0.94,0.21,1.36
51709,3929,7545,-0.71,0.0,0.0
51720,4030,7903,-1.6,0.0,0.0
51730,4033,8116,-0.95,0.0,0.0
51747,3900,8340,-0.16,0.0,0.0
51765,4038,8742,-0.39,0.2,1.16
51810,3855,7738,-0.72,0.0,0.0
51811,3826,7716,-0.73,0.0,0.0
51818,3737,7817,-0.53,0.0,0.0
51828,3708,7956,-0.31,0.0,0.0
51839,3704,8234,-0.23,0.01,0.0
51855,3809,8533,-0.33,0.0,0.0
51931,3651,8139,-0.31,0.0,0.0
52101,4336,9303,-0.09,0.68,3.42
52112,4345,9459,-0.27,0.0,0.0
52118,4316,9442,-1.34,0.05,0.02
52203,4249,9331,-0.66,0.01,0.0
52313,4132,9440,-0.05,0.25,1.85
52323,4148,9702,-1.24,0.11,0.14
52533,3946,9829,-1.33,0.08,0.15
52546,3922,9950,-1.55,0.22,1.24
52602,3845,9320,-0.32,0.02,0.01
52652,3905,10017,-1.94,0.28,1.28
52674,3813,10156,0.91,0.87,4.05
52679,3753,10252,0.87,0.89,9.82
52681,3838,10305,0.39,0.67,6.11
52707,3648,9341,-0.53,0.02,0.01
52787,3712,10252,1.59,1.15,5.69
52797,3711,10403,0.29,0.57,4.8
52818,3625,9454,-0.55,0.0,0.0
52825,3626,9626,-0.74,0.0,0.0
52836,3618,9806,-1.15,0.4,1.29
52856,3616,10037,0.85,1.73,18.77
52866,3640,10144,1.28,1.31,6.43
52868,3601,10122,0.58,1.12,10.38
52876,3620,10250,1.05,1.1,10.14
52884,3621,10357,0.93,0.92,6.47
52895,3634,10441,0.52,0.81,5.27
52908,3513,9305,-1.15,0.31,1.4
52943,3535,9960,0.88,1.63,14.0
52955,3535,10044,0.55,2.25,28.75
52974,3533,10202,0.87,1.72,8.75
52983,3552,10409,0.18,0.59,1.91
52984,3535,10311,1.37,1.03,4.02
52986,3522,10352,1.26,0.96,3.94
52996,3523,10500,1.05,1.21,4.07
53068,4338,11156,0.86,1.01,14.59
53083,4437,11409,0.82,1.56,19.61
53149,4232,11008,-1.8,0.32,0.61
53192,4401,11500,0.3,0.62,3.54
53231,4124,10624,-0.13,0.0,0.0
53336,4134,10831,0.35,0.54,3.97
53352,4142,11026,0.1,0.68,2.04
53362,4133,11139,0.97,1.49,5.78
53391,4154,11400,0.03,0.66,1.55
53399,4109,11442,0.78,2.09,21.35
53446,4032,10953,-0.0,0.52,1.86
53463,4051,11134,1.12,1.03,4.74
53478,4000,11228,1.22,1.6,11.28
53480,4102,11304,0.97,1.64,14.53
53487,4005,11325,0.5,1.04,5.44
53490,4026,11404,0.98,0.94,2.88
53513,4044,10722,-1.86,0.12,0.26
53519,3912,10646,0.32,0.52,7.78
53529,3905,10758,-1.51,0.24,0.55
53543,3949,11001,0.96,2.11,28.3
53564,3922,11113,1.06,1.4,8.09
53578,3922,11226,0.92,1.05,6.78
53588,3856,11331,1.45,1.65,11.71
53593,3950,11434,1.06,0.89,6.34
53594,3927,11413,1.05,1.23,6.26
53612,3759,10611,-2.59,0.1,0.15
53614,3828,10612,-1.44,0.27,1.21
53615,3848,10642,-0.87,0.45,3.64
53646,3816,10947,1.02,0.92,8.27
53651,3849,11028,0.44,0.52,1.13
53663,3856,11149,1.2,1.18,6.47
53664,3828,11108,0.28,0.98,5.01
53673,3844,11243,1.05,0.73,5.14
53687,3747,11338,-1.54,0.0,0.0
53704,3732,10511,-0.45,0.53,3.4
53705,3729,10541,-0.18,0.58,7.36
53723,3748,10715,0.02,0.45,1.22
53725,3735,10735,-0.85,0.31,0.55
