Stanum,Lat,Lon,Rain,Mean,Var
50136,5258,12231,-0.12,3.14,50.99
50246,5221,12443,0.43,2.92,23.21
50247,5202,12334,0.27,3.41,39.71
50349,5140,12424,-0.69,5.98,110.38
50353,5144,12638,-0.43,3.88,44.24
50425,5015,12011,0.9,1.68,9.07
50434,5029,12141,-0.57,3.93,49.6
50442,5024,12407,-0.69,5.5,99.37
50468,5015,12728,-0.87,5.19,111.55
50514,4935,11719,0.97,1.11,11.27
50527,4915,11942,-0.64,3.51,43.09
50548,4912,12343,-0.75,4.77,62.48
50557,4909,12514,-1.34,5.86,120.85
50564,4925,12720,-0.22,4.05,52.07
50603,4841,11649,0.92,1.24,16.51
50618,4813,11816,-0.64,0.25,0.38
50639,4800,12244,-0.5,4.61,105.82
50656,4816,12630,-0.99,5.2,71.3
50658,4805,12547,0.39,3.04,30.87
50727,4710,11956,0.44,2.33,22.51
50739,4718,12315,0.89,1.97,26.22
50742,4748,12429,0.91,1.99,21.57
50745,4723,12355,-1.44,5.34,573.47
50756,4727,12652,0.3,3.54,63.38
50758,4709,12554,-0.08,3.8,101.64
50774,4742,12850,-0.16,4.95,62.2
50788,4714,13160,-0.68,4.75,114.17
50834,4636,12113,0.52,2.55,58.17
50844,4624,12327,0.39,0.44,1.26
50853,4637,12658,-0.06,4.1,101.13
50854,4623,12519,0.85,2.05,50.63
50862,4659,12759,-0.26,5.07,118.99
50873,4647,13018,-0.94,5.75,122.12
50877,4618,12935,-0.34,4.7,71.86
50888,4623,13210,-0.5,4.62,87.6
50915,4531,11658,0.83,1.24,11.04
50936,4538,12250,0.14,2.55,114.36
50945,4530,12414,0.86,0.82,12.54
50948,4500,12401,0.76,0.89,14.87
50949,4505,12452,0.57,2.36,69.46
50950,4542,12515,0.98,1.7,31.11
50953,4556,12634,1.08,1.86,20.51
50963,4558,12844,-1.04,6.21,117.07
50968,4513,12758,0.17,4.16,103.3
50973,4545,13036,-0.77,4.71,88.42
50978,4518,13055,0.42,3.09,28.36
50983,4546,13253,-0.01,3.64,38.06
51053,4803,8624,1.02,0.62,2.49
51060,4742,8652,-0.04,0.34,0.62
51068,4707,8729,1.14,0.69,3.36
51076,4744,8805,1.11,0.62,2.52
51087,4701,8930,0.79,0.57,5.44
51133,4644,8300,1.15,0.71,4.42
51156,4649,8545,-0.28,0.39,1.54
51232,4511,8233,0.28,0.42,1.85
51238,4454,8204,-1.38,0.23,0.44
51241,4556,8336,0.94,0.96,14.0
51243,4537,8451,-1.42,0.11,0.16
51334,4434,8249,-0.94,0.16,0.33
51367,4410,8651,-0.79,0.24,0.82
51469,4327,8711,1.07,0.94,4.14
51470,4353,8807,0.87,1.59,31.73
51477,4321,8819,-0.9,0.05,0.06
51526,4214,8813,-0.8,0.05,0.04
51542,4302,8409,0.68,1.43,10.51
51567,4203,8636,-1.13,0.03,0.03
51573,4257,8914,-0.2,0.0,0.0
51628,4107,8023,-1.4,0.01,0.0
51639,4115,8246,-0.86,0.0,0.0
51656,4144,8549,-0.84,0.08,0.18
51704,3944,7613,-0.9,0.01,0.0
51705,3943,7515,0.09,0.39,1.13
51709,3929,7545,-0.71,0.03,0.02
51720,4030,7903,0.24,0.39,2.1
51730,4033,8116,-0.9,0.07,0.14
51747,3900,8340,-0.16,0.01,0.0
51765,4038,8742,-0.43,0.0,0.0
51810,3855,7738,-0.13,0.25,0.94
51811,3826,7716,-0.73,0.02,0.02
51818,3737,7817,-0.53,0.04,0.04
51828,3708,7956,-0.31,0.01,0.0
51839,3704,8234,-0.22,0.25,1.95
51855,3809,8533,-0.33,0.1,0.28
51931,3651,8139,-0.24,0.32,3.12
52101,4336,9303,0.81,1.57,15.6
52112,4345,9459,-0.27,0.05,0.05
52118,4316,9442,-0.6,0.34,0.51
52203,4249,9331,-0.47,0.14,0.32
52313,4132,9440,-0.7,0.03,0.02
52323,4148,9702,-1.27,0.1,0.16
52533,3946,9829,-1.13,0.16,0.29
52546,3922,9950,-1.05,0.32,2.76
52602,3845,9320,-0.32,0.05,0.05
52652,3905,10017,-1.69,0.32,2.13
52674,3813,10156,0.95,0.99,5.43
52679,3753,10252,-0.54,0.34,0.53
52681,3838,10305,-1.6,0.23,0.69
52707,3648,9341,-0.43,0.17,0.84
52787,3712,10252,1.29,1.57,8.64
52797,3711,10403,0.34,0.58,3.13
52818,3625,9454,-0.44,0.25,0.92
52825,3626,9626,2.3,0.61,8.75
52836,3618,9806,-0.03,0.64,6.0
52856,3616,10037,-0.54,2.66,63.83
52866,3640,10144,0.59,2.11,22.1
52868,3601,10122,0.68,1.17,7.57
52876,3620,10250,0.98,1.45,14.09
52884,3621,10357,0.12,0.6,1.94
52895,3634,10441,0.87,1.05,23.85
52908,3513,9305,-0.14,2.68,35.98
52943,3535,9960,-0.08,2.46,17.35
52955,3535,10044,0.1,2.77,26.65
52974,3533,10202,0.1,2.65,21.29
52983,3552,10409,0.75,1.93,27.51
52984,3535,10311,-0.48,4.15,152.33
52986,3522,10352,0.17,3.1,47.88
52996,3523,10500,1.04,1.41,9.87
53068,4338,11156,-1.55,0.2,0.63
53083,4437,11409,-1.94,0.15,0.37
53149,4232,11008,-3.16,0.1,0.13
53192,4401,11500,0.52,0.71,9.6
53231,4124,10624,-0.13,0.0,0.0
53336,4134,10831,0.65,0.69,3.46
53352,4142,11026,0.5,0.86,4.54
53362,4133,11139,0.67,2.21,38.91
53391,4154,11400,-0.22,2.6,38.03
53399,4109,11442,-0.91,3.74,38.19
53446,4032,10953,0.85,2.14,35.98
53463,4051,11134,0.15,3.14,96.94
53478,4000,11228,0.62,2.71,33.46
53480,4102,11304,-0.06,2.96,76.68
53487,4005,11325,0.17,2.88,29.95
53490,4026,11404,0.75,2.09,23.25
53513,4044,10722,-1.34,0.2,1.01
53519,3912,10646,0.37,0.54,3.29
53529,3905,10758,-0.42,0.52,3.91
53543,3949,11001,0.98,2.06,15.31
53564,3922,11113,0.46,3.04,78.51
53578,3922,11226,-0.94,4.74,107.55
53588,3856,11331,-0.1,5.47,159.6
53593,3950,11434,-0.17,2.97,66.69
53594,3927,11413,-0.32,3.82,99.56
53612,3759,10611,-0.42,0.52,3.0
53614,3828,10612,-2.49,0.13,0.33
53615,3848,10642,-2.73,0.02,0.0
53646,3816,10947,0.04,3.76,76.58
53651,3849,11028,0.21,3.49,109.69
53663,3856,11149,-1.17,5.51,225.65
53664,3828,11108,0.74,3.02,66.97
53673,3844,11243,-1.22,5.77,287.58
53687,3747,11338,-0.05,4.79,101.6
53704,3732,10511,-0.03,0.63,4.62
53705,3729,10541,1.01,1.4,29.45
53723,3748,10715,0.78,1.84,18.67
53725,3735,10735,0.8,1.84,32.25
53735,3737,10848,0.48,3.0,65.04
53738,3655,10810,-0.24,3.63,50.58
53740,3756,10914,-0.4,3.71,75.94
53754,3730,11013,-0.42,4.06,131.46
53764,3730,11107,-0.27,4.79,231.16
53772,3737,11235,-0.51,4.03,101.41
53775,3725,11236,-0.46,3.77,83.48
53787,3704,11259,-1.01,5.59,122.25
53798,3711,11422,-2.09,11.36,386.41
53806,3634,10539,0.97,1.55,8.92
53810,3658,10554,0.75,1.3,8.09
53817,3602,10614,0.99,1.87,14.67
53821,3634,10718,-0.3,3.62,167.78
53853,3642,11057,-0.37,4.05,79.46
53854,3635,11004,-0.07,3.59,64.09
53859,3605,11040,0.55,2.51,25.64
53863,3704,11157,-2.38,6.77,223.66
53868,3604,11130,-2.27,6.84,362.17
53877,3608,11215,-0.25,3.75,80.84
53882,3604,11302,-0.46,5.85,82.1
53884,3630,11302,-0.74,4.44,40.63
53898,3603,11408,-1.65,7.84,465.05
53903,3558,10543,0.9,1.27,7.8
53910,3540,10612,0.81,2.98,34.08
53915,3532,10640,0.63,2.49,15.72
53923,3544,10738,-0.48,4.12,60.55
53929,3512,10748,-1.56,6.32,120.56
53942,3547,10922,-1.48,5.96,134.01
53948,3453,10938,-1.47,5.55,154.14
