Stanum,Lat,Lon,Rain
50136,5258,12231,-0.27
50246,5221,12443,-0.38
50247,5202,12334,-1.46
50349,5140,12424,-1.74
50353,5144,12638,-1.07
50425,5015,12011,-1.55
50434,5029,12141,-0.8
50442,5024,12407,-2.32
50468,5015,12728,-0.99
50514,4935,11719,-1.82
50527,4915,11942,-0.97
50548,4912,12343,-1.72
50557,4909,12514,-2.25
50564,4925,12720,-1.17
50603,4841,11649,-0.55
50618,4813,11816,-1.52
50639,4800,12244,-0.84
50656,4816,12630,-0.1
50658,4805,12547,0.48
50727,4710,11956,-0.12
50739,4718,12315,-1.96
50742,4748,12429,0.72
50745,4723,12355,1.17
50756,4727,12652,-1.29
50758,4709,12554,-0.97
50774,4742,12850,-1.54
50788,4714,13160,-0.15
50834,4636,12113,-0.76
50844,4624,12327,0.48
50853,4637,12658,-0.12
50854,4623,12519,0.77
50862,4659,12759,-2.03
50873,4647,13018,-1.96
50877,4618,12935,0.06
50888,4623,13210,0.4
50915,4531,11658,0.21
50936,4538,12250,0.16
50945,4530,12414,0.81
50948,4500,12401,0.94
50949,4505,12452,0.93
50950,4542,12515,0.95
50953,4556,12634,1.0
50963,4558,12844,0.52
50968,4513,12758,1.1
50973,4545,13036,0.51
50978,4518,13055,-0.77
50983,4546,13253,0.74
51053,4803,8624,0.71
51060,4742,8652,1.76
51068,4707,8729,1.08
51076,4744,8805,1.4
51087,4701,8930,0.37
51133,4644,8300,1.4
51156,4649,8545,1.1
51232,4511,8233,1.36
51238,4454,8204,0.75
51241,4556,8336,1.0
51243,4537,8451,1.12
51334,4434,8249,1.24
51367,4410,8651,1.28
51469,4327,8711,-1.43
51470,4353,8807,-1.63
51477,4321,8819,1.75
51526,4214,8813,0.12
51542,4302,8409,-0.34
51567,4203,8636,1.72
51573,4257,8914,-0.2
51628,4107,8023,-0.9
51639,4115,8246,1.54
51656,4144,8549,1.97
51704,3944,7613,-0.9
51705,3943,7515,1.24
51709,3929,7545,-0.69
51720,4030,7903,0.11
51730,4033,8116,0.38
51747,3900,8340,-0.16
51765,4038,8742,-0.43
51810,3855,7738,-0.54
51811,3826,7716,-0.59
51818,3737,7817,-0.52
51828,3708,7956,-0.31
51839,3704,8234,-0.23
51855,3809,8533,-0.33
51931,3651,8139,-0.31
52101,4336,9303,-0.02
52112,4345,9459,-0.26
52118,4316,9442,1.33
52203,4249,9331,0.4
52313,4132,9440,0.95
52323,4148,9702,0.86
52533,3946,9829,-1.32
52546,3922,9950,-2.0
52602,3845,9320,-0.32
52652,3905,10017,-2.18
52674,3813,10156,0.38
52679,3753,10252,-0.85
52681,3838,10305,0.95
52707,3648,9341,-0.53
52787,3712,10252,-2.16
52797,3711,10403,-2.72
52818,3625,9454,-0.48
52825,3626,9626,-0.01
52836,3618,9806,0.95
52856,3616,10037,-1.81
52866,3640,10144,-2.23
52868,3601,10122,-1.29
52876,3620,10250,-2.73
52884,3621,10357,-2.5
52895,3634,10441,0.16
52908,3513,9305,1.01
52943,3535,9960,-1.78
52955,3535,10044,-2.0
52974,3533,10202,-0.96
52983,3552,10409,-0.04
52984,3535,10311,-0.9
52986,3522,10352,-1.08
52996,3523,10500,-1.35
53068,4338,11156,0.44
53083,4437,11409,-0.73
53149,4232,11008,-0.65
53192,4401,11500,-0.06
53231,4124,10624,-0.13
53336,4134,10831,-2.57
53352,4142,11026,-1.24
53362,4133,11139,-2.19
53391,4154,11400,-1.49
53399,4109,11442,-0.82
53446,4032,10953,-2.38
53463,4051,11134,-2.63
53478,4000,11228,-1.73
53480,4102,11304,-1.75
53487,4005,11325,-0.68
53490,4026,11404,0.07
53513,4044,10722,-0.11
53519,3912,10646,-2.61
53529,3905,10758,-1.22
53543,3949,11001,-2.18
53564,3922,11113,-0.09
53578,3922,11226,-1.22
53588,3856,11331,-0.44
53593,3950,11434,-0.1
53594,3927,11413,-0.99
53612,3759,10611,-1.39
53614,3828,10612,-2.28
53615,3848,10642,-0.7
53646,3816,10947,0.56
53651,3849,11028,0.25
53663,3856,11149,0.06
53664,3828,11108,-0.39
53673,3844,11243,-0.55
53687,3747,11338,-1.54
53704,3732,10511,-2.3
53705,3729,10541,-1.49
53723,3748,10715,-1.12
53725,3735,10735,-1.4
53735,3737,10848,-0.04
53738,3655,10810,-1.2
53740,3756,10914,-0.36
53754,3730,11013,-0.02
53764,3730,11107,1.01
53772,3737,11235,-0.63
53775,3725,11236,-1.26
53787,3704,11259,-1.79
53798,3711,11422,0.15
53806,3634,10539,-0.49
53810,3658,10554,-0.37
53817,3602,10614,-0.47
53821,3634,10718,-1.06
53853,3642,11057,-0.11
53854,3635,11004,0.12
53859,3605,11040,-0.43
53863,3704,11157,1.02
53868,3604,11130,0.37
53877,3608,11215,0.02
53882,3604,11302,-1.64
53884,3630,11302,0.25
53898,3603,11408,-0.92
53903,3558,10543,-0.79
53910,3540,10612,-1.77
53915,3532,10640,-1.44
53923,3544,10738,0.4
53929,3512,10748,-0.79
53942,3547,10922,-0.99
53948,3453,10938,0.87
53959,3507,11104,0.97
53963,3539,11122,-0.13
53968,3517,11140,0.35
53975,3529,11225,-0.88
53986,3519,11355,-0.53
54012,4434,11738,-2.84
54026,4434,12054,-1.45
54027,4357,11919,-0.88
54041,4448,12304,0.76
54049,4415,12358,0.84
54063,4458,12600,0.34
54064,4423,12509,1.29
54094,4430,12940,0.17
54096,4424,13111,-0.21
54102,4357,11607,0.22
54115,4338,11802,-0.37
54134,4336,12117,-1.41
54135,4336,12216,-0.34
54142,4331,12327,0.71
54157,4307,12423,0.48
54161,4354,12513,1.09
54165,4333,12538,0.33
54171,4342,12631,-1.4
54181,4342,12720,-0.8
54186,4322,12812,-1.19
54195,4318,12947,-1.6
54208,4212,11628,-0.26
54213,4256,11901,0.18
54218,4218,11850,0.02
54226,4220,12042,0.49
54236,4223,12233,0.92
54243,4247,12406,1.06
54254,4232,12403,0.93
54259,4204,12452,0.63
54260,4255,12505,0.61
54263,4258,12605,0.1
54266,4232,12538,0.32
54273,4259,12645,-1.38
54276,4224,12648,-0.22
54284,4209,12730,-0.93
54285,4224,12807,-0.38
54286,4232,12900,-1.01
54292,4252,12930,-1.51
54308,4112,11638,0.1
54311,4158,11746,-0.25
54324,4133,12026,0.87
54326,4125,11937,0.86
54333,4158,12251,0.79
54339,4105,12260,1.07
54342,4144,12331,0.67
54346,4118,12347,1.03
54351,4155,12404,-0.67
54353,4143,12502,0.36
54363,4141,12554,-0.75
54374,4148,12653,-0.69
54377,4109,12613,-0.6
54386,4125,12811,-0.69
54401,4046,11455,-0.04
54405,4025,11530,1.0
54406,4027,11558,0.47
54416,4023,11652,1.09
54423,4058,11755,0.84
54429,4012,11757,-0.38
54436,4025,11857,-0.27
54449,3951,11931,0.86
54452,4048,11948,0.87
54454,4020,12018,0.93
54455,4037,12039,1.04
54470,4101,12203,0.32
54471,4040,12210,0.44
54476,4011,12209,0.06
54486,4020,12317,-0.11
54493,4043,12447,-0.84
54497,4002,12420,-0.7
54511,3948,11628,0.09
54518,3910,11624,-0.52
54525,3944,11717,-0.17
54527,3905,11703,-0.16
54534,3939,11806,-1.51
54539,3926,11853,-0.8
54563,3938,12201,-0.1
54579,3916,12235,-1.46
54584,3943,12257,-0.82
54602,3844,11529,-2.09
54606,3813,11545,0.07
54618,3805,11633,1.07
54623,3903,11743,0.36
54624,3824,11719,-0.74
54662,3854,12138,-0.13
54705,3722,11523,0.42
54715,3719,11631,-2.98
54725,3730,11732,-0.24
54727,3639,11731,-0.18
54744,3735,11833,-2.13
54751,3756,12044,0.18
54753,3738,12020,-0.98
54764,3729,12114,-1.16
54776,3724,12242,0.98
54808,3613,11538,-1.6
54823,3636,11700,-0.99
54826,3615,11706,-0.74
54836,3611,11810,0.92
54842,3647,12000,0.42
54843,3645,11912,1.15
54857,3604,12020,0.89
54863,3647,12111,0.31
54909,3505,11531,-1.81
54916,3534,11651,-1.15
54929,3516,11758,-0.07
54936,3534,11850,0.62
54945,3528,11933,-0.19
55228,3230,8005,0.25
55248,3209,8425,-1.78
55299,3129,9204,-1.46
55437,3017,8115,-1.38
55493,3029,9106,-3.1
55569,2905,8736,-1.37
55598,2916,9146,-0.19
55655,2811,8558,-2.26
55664,2838,8705,1.02
55680,2855,8936,-0.34
56004,3413,9226,-0.63
56018,3253,9517,-1.86
56021,3408,9549,0.44
56029,3300,9658,-1.29
56033,3455,9813,-2.85
56034,3348,9708,-0.16
56038,3259,9806,-0.78
56043,3429,10014,-1.17
56046,3345,9939,-1.52
56065,3444,10136,-1.52
56067,3326,10129,-1.12
