Stanum,Lat,Lon,Rain
50136,5258,12231,1.7918054217882315
50246,5221,12443,4.63379286358783
50247,5202,12334,1.8108686428996987
50349,5140,12424,1.74443231715423
50353,5144,12638,1.0423842668479473
50425,5015,12011,0.9908293996183694
50434,5029,12141,0.8769930875340617
50442,5024,12407,2.4380439118117243
50468,5015,12728,2.4645189702865364
50514,4935,11719,1.8139219277621217
50527,4915,11942,1.9454136895001946
50548,4912,12343,3.782630691140297
50557,4909,12514,4.035870834008582
50564,4925,12720,4.300009838819799
50603,4841,11649,2.4303033598154062
50618,4813,11816,2.0502454686845293
50639,4800,12244,2.2537404838899846
50656,4816,12630,9.51615027824683
50658,4805,12547,5.878780960913517
50727,4710,11956,4.379805774140354
50739,4718,12315,3.0028501129629332
50742,4748,12429,4.389803493971053
50745,4723,12355,4.589470729790956
50756,4727,12652,3.6881167403923873
50758,4709,12554,3.970849092096196
50774,4742,12850,6.862486418072179
50788,4714,13160,8.343787351726677
50834,4636,12113,2.680599489430791
50844,4624,12327,3.5959445589356296
50853,4637,12658,2.7609547346138057
50854,4623,12519,3.6448318983696137
50862,4659,12759,4.112311005662657
50873,4647,13018,3.4691350210081504
50877,4618,12935,3.2676970775642653
50888,4623,13210,6.2932118941743465
50915,4531,11658,2.2628351204628143
50936,4538,12250,2.4046570182547446
50945,4530,12414,3.2165630005139816
50948,4500,12401,3.5448581207888568
50949,4505,12452,2.6100364905333087
50950,4542,12515,3.0068386531418527
50953,4556,12634,3.465876669181868
50963,4558,12844,3.3132581078731813
50968,4513,12758,4.1869423382817015
50973,4545,13036,4.439191795624704
50978,4518,13055,3.4636968903470153
50983,4546,13253,6.011977985291102
51053,4803,8624,2.5682612032848318
51060,4742,8652,0.8458000719580967
51068,4707,8729,1.0952401602618096
51076,4744,8805,0.877173967522279
51087,4701,8930,2.0812000660406134
51133,4644,8300,1.920436125965546
51156,4649,8545,1.6861756789816038
51232,4511,8233,1.2957238072511097
51238,4454,8204,1.2345579164260734
51241,4556,8336,3.0434679338418573
51243,4537,8451,1.0575479521167208
51334,4434,8249,0.7035483417300317
51367,4410,8651,1.0156537031442
51469,4327,8711,3.388780107311041
51470,4353,8807,4.465941386077308
51477,4321,8819,1.761467096980569
51526,4214,8813,1.7408462817681347
51542,4302,8409,3.2144225599353664
51567,4203,8636,1.1348563523288577
51573,4257,8914,0.09961061051968154
51628,4107,8023,6.116329019704698
51639,4115,8246,0.46271307238555986
51656,4144,8549,3.906014096772947
51704,3944,7613,1.6033887781239904
51705,3943,7515,2.7291853908308505
51709,3929,7545,2.303298448158776
51720,4030,7903,1.6868395564371248
51730,4033,8116,1.8629274359380934
51747,3900,8340,1.1015544040601182
51765,4038,8742,0.2975594615885879
51810,3855,7738,0.8317339003416244
51811,3826,7716,0.9762739913622913
51818,3737,7817,1.00365679249346
51828,3708,7956,1.648534983388582
51839,3704,8234,1.773541290069252
51855,3809,8533,1.7667867744771213
51931,3651,8139,1.8389243865948093
52101,4336,9303,1.990149266190222
52112,4345,9459,0.6001331143999931
52118,4316,9442,1.783389552115723
52203,4249,9331,0.5384628973096975
52313,4132,9440,1.599255365625682
52323,4148,9702,0.5874175067653145
52533,3946,9829,6.066404725993138
52546,3922,9950,1.6044422925312973
52602,3845,9320,0.8209333034024332
52652,3905,10017,1.2353429200286064
52674,3813,10156,4.172578720615064
52679,3753,10252,2.238441081904541
52681,3838,10305,1.1907647711481635
52707,3648,9341,1.272212996328289
52787,3712,10252,3.969240515936823
52797,3711,10403,3.7085589098792204
52818,3625,9454,1.2745565305920596
52825,3626,9626,0.7468378213975503
52836,3618,9806,2.6867256593427116
52856,3616,10037,2.9287406134207847
52866,3640,10144,3.579620768016349
52868,3601,10122,3.0207656458216117
52876,3620,10250,3.097264587928689
52884,3621,10357,1.888189829838389
52895,3634,10441,3.2659808892874347
52908,3513,9305,4.3050954441570655
52943,3535,9960,4.841719190612208
52955,3535,10044,4.49271329671164
52974,3533,10202,2.707753788289512
52983,3552,10409,3.700791378862129
52984,3535,10311,1.8062537776055434
52986,3522,10352,5.619784925382102
52996,3523,10500,4.022284336840213
53068,4338,11156,2.456966576317142
53083,4437,11409,3.8023101187919925
53149,4232,11008,2.3640423380899813
53192,4401,11500,1.737193513982336
53231,4124,10624,2.5642626706030414
53336,4134,10831,1.6249237810679666
53352,4142,11026,1.3339657233447006
53362,4133,11139,3.3622249665636814
53391,4154,11400,1.8699949109908014
53399,4109,11442,3.4967148308738203
53446,4032,10953,2.459237411272717
53463,4051,11134,3.3724917960390792
53478,4000,11228,3.194404000094576
53480,4102,11304,1.9682565536293546
53487,4005,11325,4.492638830121017
53490,4026,11404,4.680180407007679
53513,4044,10722,0.6599364400828717
53519,3912,10646,2.930683867744576
53529,3905,10758,2.6563076206233163
53543,3949,11001,4.347031858303297
53564,3922,11113,3.1126746368146123
53578,3922,11226,1.9897583899904678
53588,3856,11331,3.332785342350348
53593,3950,11434,2.013126381745171
53594,3927,11413,2.9306869331640026
53612,3759,10611,4.039813537828052
53614,3828,10612,4.0009661163742365
53615,3848,10642,4.434424754016679
53646,3816,10947,1.5967287734479685
53651,3849,11028,2.4570584995456755
53663,3856,11149,3.265179371698088
53664,3828,11108,2.89259277032218
53673,3844,11243,3.2327979334337873
53687,3747,11338,2.2575706989037223
53704,3732,10511,3.4647029617118545
53705,3729,10541,5.4152871022838855
53723,3748,10715,3.5945853038999998
53725,3735,10735,3.7021980724809196
53735,3737,10848,1.6936826465290529
53738,3655,10810,3.7993177946406522
53740,3756,10914,1.0086546374988767
53754,3730,11013,1.9101790669970171
53764,3730,11107,2.270565776515847
53772,3737,11235,1.6612458432123685
